"subject" "problem" "trial" "choice" "condition" "pHa" "La" "Hb" "pHb" "Lb" "LotNum"
"4466" 53 35 19 0 "ByFB" 1 -5 47 0.01 -15 1
"4467" 53 35 20 0 "ByFB" 1 -5 47 0.01 -15 1
"4468" 53 35 21 0 "ByFB" 1 -5 47 0.01 -15 1
"4469" 53 35 22 0 "ByFB" 1 -5 47 0.01 -15 1
"4470" 53 35 23 0 "ByFB" 1 -5 47 0.01 -15 1
"4471" 53 35 24 0 "ByFB" 1 -5 47 0.01 -15 1
"4472" 53 35 25 0 "ByFB" 1 -5 47 0.01 -15 1
"6295" 53 37 1 1 "ByFB" 0.9 0 64 0.4 -7 1
"6417" 53 37 2 1 "ByFB" 0.9 0 64 0.4 -7 1
"6213" 53 37 3 0 "ByFB" 0.9 0 64 0.4 -7 1
"6110" 53 37 4 0 "ByFB" 0.9 0 64 0.4 -7 1
"6215" 53 37 5 1 "ByFB" 0.9 0 64 0.4 -7 1
"6148" 53 37 6 0 "ByFB" 0.9 0 64 0.4 -7 1
"6301" 53 37 7 0 "ByFB" 0.9 0 64 0.4 -7 1
"7399" 53 37 8 0 "ByFB" 0.9 0 64 0.4 -7 1
"7400" 53 37 9 1 "ByFB" 0.9 0 64 0.4 -7 1
"7401" 53 37 10 1 "ByFB" 0.9 0 64 0.4 -7 1
"7402" 53 37 11 1 "ByFB" 0.9 0 64 0.4 -7 1
"7767" 53 37 12 1 "ByFB" 0.9 0 64 0.4 -7 1
"7768" 53 37 13 0 "ByFB" 0.9 0 64 0.4 -7 1
"7769" 53 37 14 0 "ByFB" 0.9 0 64 0.4 -7 1
"7770" 53 37 15 0 "ByFB" 0.9 0 64 0.4 -7 1
"7771" 53 37 16 0 "ByFB" 0.9 0 64 0.4 -7 1
"7408" 53 37 17 0 "ByFB" 0.9 0 64 0.4 -7 1
"7409" 53 37 18 1 "ByFB" 0.9 0 64 0.4 -7 1
"7410" 53 37 19 1 "ByFB" 0.9 0 64 0.4 -7 1
"7411" 53 37 20 1 "ByFB" 0.9 0 64 0.4 -7 1
"7412" 53 37 21 1 "ByFB" 0.9 0 64 0.4 -7 1
"7656" 53 37 22 1 "ByFB" 0.9 0 64 0.4 -7 1
"7657" 53 37 23 0 "ByFB" 0.9 0 64 0.4 -7 1
"7658" 53 37 24 0 "ByFB" 0.9 0 64 0.4 -7 1
"7416" 53 37 25 0 "ByFB" 0.9 0 64 0.4 -7 1
"8266" 53 38 1 1 "ByFB" 1 24 34 0.05 28 1
"8510" 53 38 2 1 "ByFB" 1 24 34 0.05 28 1
"8511" 53 38 3 1 "ByFB" 1 24 34 0.05 28 1
"8512" 53 38 4 1 "ByFB" 1 24 34 0.05 28 1
"8513" 53 38 5 1 "ByFB" 1 24 34 0.05 28 1
"8879" 53 38 6 1 "ByFB" 1 24 34 0.05 28 1
"8880" 53 38 7 1 "ByFB" 1 24 34 0.05 28 1
"8881" 53 38 8 1 "ByFB" 1 24 34 0.05 28 1
"8882" 53 38 9 1 "ByFB" 1 24 34 0.05 28 1
"9612" 53 38 10 1 "ByFB" 1 24 34 0.05 28 1
"9613" 53 38 11 1 "ByFB" 1 24 34 0.05 28 1
"9614" 53 38 12 1 "ByFB" 1 24 34 0.05 28 1
"9494" 53 38 13 1 "ByFB" 1 24 34 0.05 28 1
"9495" 53 38 14 1 "ByFB" 1 24 34 0.05 28 1
"9860" 53 38 15 1 "ByFB" 1 24 34 0.05 28 1
"9861" 53 38 16 1 "ByFB" 1 24 34 0.05 28 1
"9619" 53 38 17 1 "ByFB" 1 24 34 0.05 28 1
"9620" 53 38 18 1 "ByFB" 1 24 34 0.05 28 1
"9621" 53 38 19 1 "ByFB" 1 24 34 0.05 28 1
"9622" 53 38 20 1 "ByFB" 1 24 34 0.05 28 1
"9623" 53 38 21 1 "ByFB" 1 24 34 0.05 28 1
"9503" 53 38 22 1 "ByFB" 1 24 34 0.05 28 1
"9868" 53 38 23 1 "ByFB" 1 24 34 0.05 28 1
"9869" 53 38 24 1 "ByFB" 1 24 34 0.05 28 1
"9627" 53 38 25 1 "ByFB" 1 24 34 0.05 28 1
"10720" 53 43 1 0 "ByFB" 1 14 12 0.9 9 1
"10721" 53 43 2 0 "ByFB" 1 14 12 0.9 9 1
"10722" 53 43 3 0 "ByFB" 1 14 12 0.9 9 1
"10723" 53 43 4 0 "ByFB" 1 14 12 0.9 9 1
"10724" 53 43 5 0 "ByFB" 1 14 12 0.9 9 1
"10725" 53 43 6 0 "ByFB" 1 14 12 0.9 9 1
"11091" 53 43 7 0 "ByFB" 1 14 12 0.9 9 1
"11092" 53 43 8 0 "ByFB" 1 14 12 0.9 9 1
"11093" 53 43 9 0 "ByFB" 1 14 12 0.9 9 1
"11823" 53 43 10 0 "ByFB" 1 14 12 0.9 9 1
"11824" 53 43 11 0 "ByFB" 1 14 12 0.9 9 1
"11825" 53 43 12 0 "ByFB" 1 14 12 0.9 9 1
"11705" 53 43 13 0 "ByFB" 1 14 12 0.9 9 1
"11827" 53 43 14 0 "ByFB" 1 14 12 0.9 9 1
"11828" 53 43 15 0 "ByFB" 1 14 12 0.9 9 1
"12032" 53 43 16 0 "ByFB" 1 14 12 0.9 9 1
"11830" 53 43 17 0 "ByFB" 1 14 12 0.9 9 1
"11831" 53 43 18 0 "ByFB" 1 14 12 0.9 9 1
"11832" 53 43 19 0 "ByFB" 1 14 12 0.9 9 1
"11833" 53 43 20 0 "ByFB" 1 14 12 0.9 9 1
"11834" 53 43 21 0 "ByFB" 1 14 12 0.9 9 1
"11714" 53 43 22 0 "ByFB" 1 14 12 0.9 9 1
"11715" 53 43 23 0 "ByFB" 1 14 12 0.9 9 1
"11716" 53 43 24 0 "ByFB" 1 14 12 0.9 9 1
"11474" 53 43 25 0 "ByFB" 1 14 12 0.9 9 1
"12567" 53 44 1 0 "ByFB" 1 23 24 0.99 -33 1
"12568" 53 44 2 0 "ByFB" 1 23 24 0.99 -33 1
"12569" 53 44 3 0 "ByFB" 1 23 24 0.99 -33 1
"12570" 53 44 4 0 "ByFB" 1 23 24 0.99 -33 1
"12935" 53 44 5 0 "ByFB" 1 23 24 0.99 -33 1
"12936" 53 44 6 1 "ByFB" 1 23 24 0.99 -33 1
"12937" 53 44 7 1 "ByFB" 1 23 24 0.99 -33 1
"12938" 53 44 8 1 "ByFB" 1 23 24 0.99 -33 1
"12939" 53 44 9 1 "ByFB" 1 23 24 0.99 -33 1
"13307" 53 44 10 1 "ByFB" 1 23 24 0.99 -33 1
"13917" 53 44 11 1 "ByFB" 1 23 24 0.99 -33 1
"13797" 53 44 12 1 "ByFB" 1 23 24 0.99 -33 1
"13919" 53 44 13 1 "ByFB" 1 23 24 0.99 -33 1
"13920" 53 44 14 1 "ByFB" 1 23 24 0.99 -33 1
"13921" 53 44 15 1 "ByFB" 1 23 24 0.99 -33 1
"13922" 53 44 16 1 "ByFB" 1 23 24 0.99 -33 1
"14044" 53 44 17 1 "ByFB" 1 23 24 0.99 -33 1
"14045" 53 44 18 1 "ByFB" 1 23 24 0.99 -33 1
"14046" 53 44 19 1 "ByFB" 1 23 24 0.99 -33 1
"14047" 53 44 20 1 "ByFB" 1 23 24 0.99 -33 1
"13927" 53 44 21 1 "ByFB" 1 23 24 0.99 -33 1
"13928" 53 44 22 1 "ByFB" 1 23 24 0.99 -33 1
"13929" 53 44 23 1 "ByFB" 1 23 24 0.99 -33 1
"13930" 53 44 24 1 "ByFB" 1 23 24 0.99 -33 1
"13688" 53 44 25 1 "ByFB" 1 23 24 0.99 -33 1
"14781" 53 46 1 0 "ByFB" 0.01 9 30 0.6 -37 1
"14782" 53 46 2 0 "ByFB" 0.01 9 30 0.6 -37 1
"14783" 53 46 3 0 "ByFB" 0.01 9 30 0.6 -37 1
"14784" 53 46 4 1 "ByFB" 0.01 9 30 0.6 -37 1
"14785" 53 46 5 0 "ByFB" 0.01 9 30 0.6 -37 1
"15150" 53 46 6 0 "ByFB" 0.01 9 30 0.6 -37 1
"15151" 53 46 7 0 "ByFB" 0.01 9 30 0.6 -37 1
"15152" 53 46 8 1 "ByFB" 0.01 9 30 0.6 -37 1
"15153" 53 46 9 0 "ByFB" 0.01 9 30 0.6 -37 1
"14790" 53 46 10 1 "ByFB" 0.01 9 30 0.6 -37 1
"14791" 53 46 11 1 "ByFB" 0.01 9 30 0.6 -37 1
"15521" 53 46 12 1 "ByFB" 0.01 9 30 0.6 -37 1
"15522" 53 46 13 1 "ByFB" 0.01 9 30 0.6 -37 1
"16131" 53 46 14 0 "ByFB" 0.01 9 30 0.6 -37 1
"16092" 53 46 15 1 "ByFB" 0.01 9 30 0.6 -37 1
"16093" 53 46 16 1 "ByFB" 0.01 9 30 0.6 -37 1
"15891" 53 46 17 1 "ByFB" 0.01 9 30 0.6 -37 1
"15892" 53 46 18 1 "ByFB" 0.01 9 30 0.6 -37 1
"16136" 53 46 19 1 "ByFB" 0.01 9 30 0.6 -37 1
"16097" 53 46 20 1 "ByFB" 0.01 9 30 0.6 -37 1
"15977" 53 46 21 1 "ByFB" 0.01 9 30 0.6 -37 1
"16018" 53 46 22 1 "ByFB" 0.01 9 30 0.6 -37 1
"16019" 53 46 23 1 "ByFB" 0.01 9 30 0.6 -37 1
"16128" 53 46 24 1 "ByFB" 0.01 9 30 0.6 -37 1
"15899" 53 46 25 1 "ByFB" 0.01 9 30 0.6 -37 1
"16992" 53 51 1 1 "ByFB" 0.8 -18 68 0.2 23 1
"16993" 53 51 2 1 "ByFB" 0.8 -18 68 0.2 23 1
"16994" 53 51 3 1 "ByFB" 0.8 -18 68 0.2 23 1
"16995" 53 51 4 1 "ByFB" 0.8 -18 68 0.2 23 1
"16996" 53 51 5 0 "ByFB" 0.8 -18 68 0.2 23 1
"16997" 53 51 6 1 "ByFB" 0.8 -18 68 0.2 23 1
"17362" 53 51 7 0 "ByFB" 0.8 -18 68 0.2 23 1
"17363" 53 51 8 0 "ByFB" 0.8 -18 68 0.2 23 1
"17364" 53 51 9 0 "ByFB" 0.8 -18 68 0.2 23 1
"17001" 53 51 10 0 "ByFB" 0.8 -18 68 0.2 23 1
"17002" 53 51 11 0 "ByFB" 0.8 -18 68 0.2 23 1
"17732" 53 51 12 1 "ByFB" 0.8 -18 68 0.2 23 1
"17733" 53 51 13 1 "ByFB" 0.8 -18 68 0.2 23 1
"17734" 53 51 14 1 "ByFB" 0.8 -18 68 0.2 23 1
"18182" 53 51 15 1 "ByFB" 0.8 -18 68 0.2 23 1
"18209" 53 51 16 1 "ByFB" 0.8 -18 68 0.2 23 1
"18102" 53 51 17 1 "ByFB" 0.8 -18 68 0.2 23 1
"18103" 53 51 18 1 "ByFB" 0.8 -18 68 0.2 23 1
"17983" 53 51 19 1 "ByFB" 0.8 -18 68 0.2 23 1
"17984" 53 51 20 1 "ByFB" 0.8 -18 68 0.2 23 1
"17985" 53 51 21 1 "ByFB" 0.8 -18 68 0.2 23 1
"18108" 53 51 22 1 "ByFB" 0.8 -18 68 0.2 23 1
"18109" 53 51 23 1 "ByFB" 0.8 -18 68 0.2 23 1
"17989" 53 51 24 1 "ByFB" 0.8 -18 68 0.2 23 1
"17868" 53 51 25 1 "ByFB" 0.8 -18 68 0.2 23 1
"19203" 53 52 1 0 "ByFB" 0.2 0 46 0.25 -2 1
"19204" 53 52 2 0 "ByFB" 0.2 0 46 0.25 -2 1
"19205" 53 52 3 1 "ByFB" 0.2 0 46 0.25 -2 1
"19206" 53 52 4 1 "ByFB" 0.2 0 46 0.25 -2 1
"19207" 53 52 5 0 "ByFB" 0.2 0 46 0.25 -2 1
"19208" 53 52 6 0 "ByFB" 0.2 0 46 0.25 -2 1
"19209" 53 52 7 0 "ByFB" 0.2 0 46 0.25 -2 1
"19574" 53 52 8 0 "ByFB" 0.2 0 46 0.25 -2 1
"19575" 53 52 9 0 "ByFB" 0.2 0 46 0.25 -2 1
"19212" 53 52 10 0 "ByFB" 0.2 0 46 0.25 -2 1
"19213" 53 52 11 0 "ByFB" 0.2 0 46 0.25 -2 1
"19214" 53 52 12 0 "ByFB" 0.2 0 46 0.25 -2 1
"19215" 53 52 13 0 "ByFB" 0.2 0 46 0.25 -2 1
"19216" 53 52 14 0 "ByFB" 0.2 0 46 0.25 -2 1
"19826" 53 52 15 0 "ByFB" 0.2 0 46 0.25 -2 1
"19827" 53 52 16 0 "ByFB" 0.2 0 46 0.25 -2 1
"20247" 53 52 17 0 "ByFB" 0.2 0 46 0.25 -2 1
"20196" 53 52 18 0 "ByFB" 0.2 0 46 0.25 -2 1
"20197" 53 52 19 0 "ByFB" 0.2 0 46 0.25 -2 1
"20198" 53 52 20 0 "ByFB" 0.2 0 46 0.25 -2 1
"20174" 53 52 21 0 "ByFB" 0.2 0 46 0.25 -2 1
"20175" 53 52 22 0 "ByFB" 0.2 0 46 0.25 -2 1
"20149" 53 52 23 0 "ByFB" 0.2 0 46 0.25 -2 1
"20069" 53 52 24 0 "ByFB" 0.2 0 46 0.25 -2 1
"19959" 53 52 25 0 "ByFB" 0.2 0 46 0.25 -2 1
"21417" 53 53 1 1 "ByFB" 1 28 42 0.75 -22 1
"21418" 53 53 2 1 "ByFB" 1 28 42 0.75 -22 1
"21419" 53 53 3 0 "ByFB" 1 28 42 0.75 -22 1
"21420" 53 53 4 0 "ByFB" 1 28 42 0.75 -22 1
"21421" 53 53 5 0 "ByFB" 1 28 42 0.75 -22 1
"21422" 53 53 6 1 "ByFB" 1 28 42 0.75 -22 1
"21423" 53 53 7 1 "ByFB" 1 28 42 0.75 -22 1
"21424" 53 53 8 1 "ByFB" 1 28 42 0.75 -22 1
"21425" 53 53 9 1 "ByFB" 1 28 42 0.75 -22 1
"21062" 53 53 10 1 "ByFB" 1 28 42 0.75 -22 1
"21427" 53 53 11 0 "ByFB" 1 28 42 0.75 -22 1
"21428" 53 53 12 0 "ByFB" 1 28 42 0.75 -22 1
"21429" 53 53 13 1 "ByFB" 1 28 42 0.75 -22 1
"21430" 53 53 14 1 "ByFB" 1 28 42 0.75 -22 1
"22039" 53 53 15 1 "ByFB" 1 28 42 0.75 -22 1
"22040" 53 53 16 1 "ByFB" 1 28 42 0.75 -22 1
"22122" 53 53 17 1 "ByFB" 1 28 42 0.75 -22 1
"22165" 53 53 18 1 "ByFB" 1 28 42 0.75 -22 1
"22166" 53 53 19 1 "ByFB" 1 28 42 0.75 -22 1
"22208" 53 53 20 1 "ByFB" 1 28 42 0.75 -22 1
"22128" 53 53 21 1 "ByFB" 1 28 42 0.75 -22 1
"22169" 53 53 22 1 "ByFB" 1 28 42 0.75 -22 1
"22173" 53 53 23 1 "ByFB" 1 28 42 0.75 -22 1
"22172" 53 53 24 1 "ByFB" 1 28 42 0.75 -22 1
"22170" 53 53 25 1 "ByFB" 1 28 42 0.75 -22 1
"23264" 53 54 1 0 "ByFB" 1 18 64 0.5 -33 1
"23265" 53 54 2 0 "ByFB" 1 18 64 0.5 -33 1
"23630" 53 54 3 1 "ByFB" 1 18 64 0.5 -33 1
"23631" 53 54 4 0 "ByFB" 1 18 64 0.5 -33 1
"23632" 53 54 5 0 "ByFB" 1 18 64 0.5 -33 1
"23633" 53 54 6 1 "ByFB" 1 18 64 0.5 -33 1
"23634" 53 54 7 1 "ByFB" 1 18 64 0.5 -33 1
"23635" 53 54 8 0 "ByFB" 1 18 64 0.5 -33 1
"23636" 53 54 9 1 "ByFB" 1 18 64 0.5 -33 1
"23273" 53 54 10 0 "ByFB" 1 18 64 0.5 -33 1
"23274" 53 54 11 0 "ByFB" 1 18 64 0.5 -33 1
"23639" 53 54 12 1 "ByFB" 1 18 64 0.5 -33 1
"23640" 53 54 13 1 "ByFB" 1 18 64 0.5 -33 1
"23641" 53 54 14 0 "ByFB" 1 18 64 0.5 -33 1
"23642" 53 54 15 1 "ByFB" 1 18 64 0.5 -33 1
"23643" 53 54 16 0 "ByFB" 1 18 64 0.5 -33 1
"24199" 53 54 17 1 "ByFB" 1 18 64 0.5 -33 1
"24291" 53 54 18 0 "ByFB" 1 18 64 0.5 -33 1
"24269" 53 54 19 1 "ByFB" 1 18 64 0.5 -33 1
"24288" 53 54 20 0 "ByFB" 1 18 64 0.5 -33 1
"24273" 53 54 21 1 "ByFB" 1 18 64 0.5 -33 1
"24287" 53 54 22 0 "ByFB" 1 18 64 0.5 -33 1
"24221" 53 54 23 1 "ByFB" 1 18 64 0.5 -33 1
"24181" 53 54 24 0 "ByFB" 1 18 64 0.5 -33 1
"24220" 53 54 25 1 "ByFB" 1 18 64 0.5 -33 1
"25475" 53 56 1 1 "ByFB" 1 -8 -5 0.99 -34 1
"25476" 53 56 2 1 "ByFB" 1 -8 -5 0.99 -34 1
"25477" 53 56 3 1 "ByFB" 1 -8 -5 0.99 -34 1
"25478" 53 56 4 1 "ByFB" 1 -8 -5 0.99 -34 1
"25479" 53 56 5 1 "ByFB" 1 -8 -5 0.99 -34 1
"25480" 53 56 6 1 "ByFB" 1 -8 -5 0.99 -34 1
"25481" 53 56 7 1 "ByFB" 1 -8 -5 0.99 -34 1
"25482" 53 56 8 1 "ByFB" 1 -8 -5 0.99 -34 1
"25483" 53 56 9 1 "ByFB" 1 -8 -5 0.99 -34 1
"25484" 53 56 10 1 "ByFB" 1 -8 -5 0.99 -34 1
"25485" 53 56 11 1 "ByFB" 1 -8 -5 0.99 -34 1
"25486" 53 56 12 1 "ByFB" 1 -8 -5 0.99 -34 1
"25487" 53 56 13 1 "ByFB" 1 -8 -5 0.99 -34 1
"25852" 53 56 14 1 "ByFB" 1 -8 -5 0.99 -34 1
"25853" 53 56 15 1 "ByFB" 1 -8 -5 0.99 -34 1
"25854" 53 56 16 1 "ByFB" 1 -8 -5 0.99 -34 1
"25855" 53 56 17 1 "ByFB" 1 -8 -5 0.99 -34 1
"25856" 53 56 18 1 "ByFB" 1 -8 -5 0.99 -34 1
"25493" 53 56 19 1 "ByFB" 1 -8 -5 0.99 -34 1
"26198" 53 56 20 1 "ByFB" 1 -8 -5 0.99 -34 1
"26104" 53 56 21 1 "ByFB" 1 -8 -5 0.99 -34 1
"26317" 53 56 22 1 "ByFB" 1 -8 -5 0.99 -34 1
"26323" 53 56 23 1 "ByFB" 1 -8 -5 0.99 -34 1
"26319" 53 56 24 1 "ByFB" 1 -8 -5 0.99 -34 1
"26231" 53 56 25 1 "ByFB" 1 -8 -5 0.99 -34 1
"27688" 53 58 1 0 "ByFB" 0.4 -7 40 0.25 24 1
"27689" 53 58 2 0 "ByFB" 0.4 -7 40 0.25 24 1
"27690" 53 58 3 1 "ByFB" 0.4 -7 40 0.25 24 1
"27691" 53 58 4 1 "ByFB" 0.4 -7 40 0.25 24 1
"27692" 53 58 5 1 "ByFB" 0.4 -7 40 0.25 24 1
"27693" 53 58 6 1 "ByFB" 0.4 -7 40 0.25 24 1
"27694" 53 58 7 0 "ByFB" 0.4 -7 40 0.25 24 1
"27695" 53 58 8 0 "ByFB" 0.4 -7 40 0.25 24 1
"27696" 53 58 9 0 "ByFB" 0.4 -7 40 0.25 24 1
"27697" 53 58 10 1 "ByFB" 0.4 -7 40 0.25 24 1
"27698" 53 58 11 1 "ByFB" 0.4 -7 40 0.25 24 1
"27699" 53 58 12 1 "ByFB" 0.4 -7 40 0.25 24 1
"27700" 53 58 13 0 "ByFB" 0.4 -7 40 0.25 24 1
"27701" 53 58 14 1 "ByFB" 0.4 -7 40 0.25 24 1
"27702" 53 58 15 0 "ByFB" 0.4 -7 40 0.25 24 1
"27703" 53 58 16 1 "ByFB" 0.4 -7 40 0.25 24 1
"27704" 53 58 17 1 "ByFB" 0.4 -7 40 0.25 24 1
"27705" 53 58 18 0 "ByFB" 0.4 -7 40 0.25 24 1
"27706" 53 58 19 1 "ByFB" 0.4 -7 40 0.25 24 1
"27707" 53 58 20 1 "ByFB" 0.4 -7 40 0.25 24 1
"28073" 53 58 21 1 "ByFB" 0.4 -7 40 0.25 24 1
"28074" 53 58 22 1 "ByFB" 0.4 -7 40 0.25 24 1
"28075" 53 58 23 0 "ByFB" 0.4 -7 40 0.25 24 1
"28320" 53 58 24 0 "ByFB" 0.4 -7 40 0.25 24 1
"28078" 53 58 25 0 "ByFB" 0.4 -7 40 0.25 24 1
"29899" 53 59 1 0 "ByFB" 0.25 16 43 0.4 2 1
"29900" 53 59 2 0 "ByFB" 0.25 16 43 0.4 2 1
"29901" 53 59 3 0 "ByFB" 0.25 16 43 0.4 2 1
"29902" 53 59 4 1 "ByFB" 0.25 16 43 0.4 2 1
"29903" 53 59 5 1 "ByFB" 0.25 16 43 0.4 2 1
"29540" 53 59 6 0 "ByFB" 0.25 16 43 0.4 2 1
"29905" 53 59 7 0 "ByFB" 0.25 16 43 0.4 2 1
"29906" 53 59 8 0 "ByFB" 0.25 16 43 0.4 2 1
"29907" 53 59 9 0 "ByFB" 0.25 16 43 0.4 2 1
"29908" 53 59 10 1 "ByFB" 0.25 16 43 0.4 2 1
"29909" 53 59 11 1 "ByFB" 0.25 16 43 0.4 2 1
"29910" 53 59 12 1 "ByFB" 0.25 16 43 0.4 2 1
"29911" 53 59 13 1 "ByFB" 0.25 16 43 0.4 2 1
"29912" 53 59 14 1 "ByFB" 0.25 16 43 0.4 2 1
"29913" 53 59 15 1 "ByFB" 0.25 16 43 0.4 2 1
"29914" 53 59 16 0 "ByFB" 0.25 16 43 0.4 2 1
"29915" 53 59 17 0 "ByFB" 0.25 16 43 0.4 2 1
"29916" 53 59 18 0 "ByFB" 0.25 16 43 0.4 2 1
"29917" 53 59 19 0 "ByFB" 0.25 16 43 0.4 2 1
"29918" 53 59 20 0 "ByFB" 0.25 16 43 0.4 2 1
"29919" 53 59 21 0 "ByFB" 0.25 16 43 0.4 2 1
"29920" 53 59 22 0 "ByFB" 0.25 16 43 0.4 2 1
"30273" 53 59 23 0 "ByFB" 0.25 16 43 0.4 2 1
"30287" 53 59 24 0 "ByFB" 0.25 16 43 0.4 2 1
"30288" 53 59 25 0 "ByFB" 0.25 16 43 0.4 2 1
"32110" 53 60 1 1 "ByFB" 0.1 21 38 0.6 1 1
"32111" 53 60 2 1 "ByFB" 0.1 21 38 0.6 1 1
"32112" 53 60 3 0 "ByFB" 0.1 21 38 0.6 1 1
"32113" 53 60 4 0 "ByFB" 0.1 21 38 0.6 1 1
"32114" 53 60 5 0 "ByFB" 0.1 21 38 0.6 1 1
"32115" 53 60 6 1 "ByFB" 0.1 21 38 0.6 1 1
"32116" 53 60 7 1 "ByFB" 0.1 21 38 0.6 1 1
"32117" 53 60 8 1 "ByFB" 0.1 21 38 0.6 1 1
"32118" 53 60 9 1 "ByFB" 0.1 21 38 0.6 1 1
"32119" 53 60 10 1 "ByFB" 0.1 21 38 0.6 1 1
"32120" 53 60 11 0 "ByFB" 0.1 21 38 0.6 1 1
"32121" 53 60 12 1 "ByFB" 0.1 21 38 0.6 1 1
"32122" 53 60 13 1 "ByFB" 0.1 21 38 0.6 1 1
"32123" 53 60 14 0 "ByFB" 0.1 21 38 0.6 1 1
"32124" 53 60 15 0 "ByFB" 0.1 21 38 0.6 1 1
"32125" 53 60 16 1 "ByFB" 0.1 21 38 0.6 1 1
"32126" 53 60 17 1 "ByFB" 0.1 21 38 0.6 1 1
"32127" 53 60 18 0 "ByFB" 0.1 21 38 0.6 1 1
"32128" 53 60 19 0 "ByFB" 0.1 21 38 0.6 1 1
"32129" 53 60 20 0 "ByFB" 0.1 21 38 0.6 1 1
"32130" 53 60 21 1 "ByFB" 0.1 21 38 0.6 1 1
"32131" 53 60 22 1 "ByFB" 0.1 21 38 0.6 1 1
"32132" 53 60 23 1 "ByFB" 0.1 21 38 0.6 1 1
"32133" 53 60 24 1 "ByFB" 0.1 21 38 0.6 1 1
"32134" 53 60 25 0 "ByFB" 0.1 21 38 0.6 1 1
"426" 54 32 1 1 "ByFB" 0.75 -4 82 0.25 3 1
"427" 54 32 2 1 "ByFB" 0.75 -4 82 0.25 3 1
"428" 54 32 3 1 "ByFB" 0.75 -4 82 0.25 3 1
"429" 54 32 4 1 "ByFB" 0.75 -4 82 0.25 3 1
"430" 54 32 5 1 "ByFB" 0.75 -4 82 0.25 3 1
"431" 54 32 6 1 "ByFB" 0.75 -4 82 0.25 3 1
"432" 54 32 7 1 "ByFB" 0.75 -4 82 0.25 3 1
"433" 54 32 8 1 "ByFB" 0.75 -4 82 0.25 3 1
"434" 54 32 9 1 "ByFB" 0.75 -4 82 0.25 3 1
"435" 54 32 10 1 "ByFB" 0.75 -4 82 0.25 3 1
"436" 54 32 11 1 "ByFB" 0.75 -4 82 0.25 3 1
"437" 54 32 12 1 "ByFB" 0.75 -4 82 0.25 3 1
"438" 54 32 13 1 "ByFB" 0.75 -4 82 0.25 3 1
"439" 54 32 14 1 "ByFB" 0.75 -4 82 0.25 3 1
"440" 54 32 15 1 "ByFB" 0.75 -4 82 0.25 3 1
"441" 54 32 16 1 "ByFB" 0.75 -4 82 0.25 3 1
"442" 54 32 17 1 "ByFB" 0.75 -4 82 0.25 3 1
"443" 54 32 18 1 "ByFB" 0.75 -4 82 0.25 3 1
"444" 54 32 19 1 "ByFB" 0.75 -4 82 0.25 3 1
"445" 54 32 20 1 "ByFB" 0.75 -4 82 0.25 3 1
"446" 54 32 21 1 "ByFB" 0.75 -4 82 0.25 3 1
"447" 54 32 22 1 "ByFB" 0.75 -4 82 0.25 3 1
"448" 54 32 23 1 "ByFB" 0.75 -4 82 0.25 3 1
"449" 54 32 24 1 "ByFB" 0.75 -4 82 0.25 3 1
"450" 54 32 25 1 "ByFB" 0.75 -4 82 0.25 3 1
"2083" 54 33 1 1 "ByFB" 1 -3 14 0.4 -22 1
"2639" 54 33 2 1 "ByFB" 1 -3 14 0.4 -22 1
"2057" 54 33 3 1 "ByFB" 1 -3 14 0.4 -22 1
"2028" 54 33 4 1 "ByFB" 1 -3 14 0.4 -22 1
"2026" 54 33 5 1 "ByFB" 1 -3 14 0.4 -22 1
"2642" 54 33 6 0 "ByFB" 1 -3 14 0.4 -22 1
"2643" 54 33 7 0 "ByFB" 1 -3 14 0.4 -22 1
"2644" 54 33 8 0 "ByFB" 1 -3 14 0.4 -22 1
"2645" 54 33 9 0 "ByFB" 1 -3 14 0.4 -22 1
"2646" 54 33 10 0 "ByFB" 1 -3 14 0.4 -22 1
"2647" 54 33 11 0 "ByFB" 1 -3 14 0.4 -22 1
"2648" 54 33 12 0 "ByFB" 1 -3 14 0.4 -22 1
"2649" 54 33 13 0 "ByFB" 1 -3 14 0.4 -22 1
"2650" 54 33 14 0 "ByFB" 1 -3 14 0.4 -22 1
"2651" 54 33 15 0 "ByFB" 1 -3 14 0.4 -22 1
"2652" 54 33 16 0 "ByFB" 1 -3 14 0.4 -22 1
"2653" 54 33 17 0 "ByFB" 1 -3 14 0.4 -22 1
"2654" 54 33 18 0 "ByFB" 1 -3 14 0.4 -22 1
"2291" 54 33 19 0 "ByFB" 1 -3 14 0.4 -22 1
"2292" 54 33 20 0 "ByFB" 1 -3 14 0.4 -22 1
"2657" 54 33 21 0 "ByFB" 1 -3 14 0.4 -22 1
"2658" 54 33 22 0 "ByFB" 1 -3 14 0.4 -22 1
"2659" 54 33 23 1 "ByFB" 1 -3 14 0.4 -22 1
"2660" 54 33 24 0 "ByFB" 1 -3 14 0.4 -22 1
"2661" 54 33 25 0 "ByFB" 1 -3 14 0.4 -22 1
"4241" 54 35 1 0 "ByFB" 1 -5 47 0.01 -15 1
"4850" 54 35 2 0 "ByFB" 1 -5 47 0.01 -15 1
"4242" 54 35 3 0 "ByFB" 1 -5 47 0.01 -15 1
"4122" 54 35 4 0 "ByFB" 1 -5 47 0.01 -15 1
"4123" 54 35 5 0 "ByFB" 1 -5 47 0.01 -15 1
"4853" 54 35 6 0 "ByFB" 1 -5 47 0.01 -15 1
