"subject" "problem" "trial" "choice" "condition" "pHa" "La" "Hb" "pHb" "Lb" "LotNum"
"6096" 32 2 10 1 "ByProb" 0.25 0 4 0.2 0 1
"6110" 32 2 11 0 "ByProb" 0.25 0 4 0.2 0 1
"3555" 32 2 12 0 "ByProb" 0.25 0 4 0.2 0 1
"3556" 32 2 13 0 "ByProb" 0.25 0 4 0.2 0 1
"3922" 32 2 14 1 "ByProb" 0.25 0 4 0.2 0 1
"3923" 32 2 15 1 "ByProb" 0.25 0 4 0.2 0 1
"4288" 32 2 16 1 "ByProb" 0.25 0 4 0.2 0 1
"4289" 32 2 17 1 "ByProb" 0.25 0 4 0.2 0 1
"4290" 32 2 18 0 "ByProb" 0.25 0 4 0.2 0 1
"4292" 32 2 19 0 "ByProb" 0.25 0 4 0.2 0 1
"4657" 32 2 20 0 "ByProb" 0.25 0 4 0.2 0 1
"4658" 32 2 21 0 "ByProb" 0.25 0 4 0.2 0 1
"4659" 32 2 22 1 "ByProb" 0.25 0 4 0.2 0 1
"4660" 32 2 23 1 "ByProb" 0.25 0 4 0.2 0 1
"5390" 32 2 24 1 "ByProb" 0.25 0 4 0.2 0 1
"5391" 32 2 25 1 "ByProb" 0.25 0 4 0.2 0 1
"9040" 32 3 1 0 "ByProb" 1 -1 0 0.5 -2 1
"9041" 32 3 2 0 "ByProb" 1 -1 0 0.5 -2 1
"8678" 32 3 3 0 "ByProb" 1 -1 0 0.5 -2 1
"9043" 32 3 4 0 "ByProb" 1 -1 0 0.5 -2 1
"9276" 32 3 5 1 "ByProb" 1 -1 0 0.5 -2 1
"9345" 32 3 6 1 "ByProb" 1 -1 0 0.5 -2 1
"9362" 32 3 7 1 "ByProb" 1 -1 0 0.5 -2 1
"9356" 32 3 8 1 "ByProb" 1 -1 0 0.5 -2 1
"9292" 32 3 9 1 "ByProb" 1 -1 0 0.5 -2 1
"9050" 32 3 10 1 "ByProb" 1 -1 0 0.5 -2 1
"9051" 32 3 11 0 "ByProb" 1 -1 0 0.5 -2 1
"7589" 32 3 12 1 "ByProb" 1 -1 0 0.5 -2 1
"7590" 32 3 13 1 "ByProb" 1 -1 0 0.5 -2 1
"7591" 32 3 14 1 "ByProb" 1 -1 0 0.5 -2 1
"7592" 32 3 15 1 "ByProb" 1 -1 0 0.5 -2 1
"7957" 32 3 16 1 "ByProb" 1 -1 0 0.5 -2 1
"7958" 32 3 17 0 "ByProb" 1 -1 0 0.5 -2 1
"7595" 32 3 18 1 "ByProb" 1 -1 0 0.5 -2 1
"7596" 32 3 19 1 "ByProb" 1 -1 0 0.5 -2 1
"7597" 32 3 20 1 "ByProb" 1 -1 0 0.5 -2 1
"7234" 32 3 21 1 "ByProb" 1 -1 0 0.5 -2 1
"7235" 32 3 22 1 "ByProb" 1 -1 0 0.5 -2 1
"7236" 32 3 23 1 "ByProb" 1 -1 0 0.5 -2 1
"7601" 32 3 24 1 "ByProb" 1 -1 0 0.5 -2 1
"7602" 32 3 25 1 "ByProb" 1 -1 0 0.5 -2 1
"10886" 32 4 1 0 "ByProb" 1 1 2 0.5 0 1
"10887" 32 4 2 0 "ByProb" 1 1 2 0.5 0 1
"11981" 32 4 3 0 "ByProb" 1 1 2 0.5 0 1
"11982" 32 4 4 0 "ByProb" 1 1 2 0.5 0 1
"11619" 32 4 5 0 "ByProb" 1 1 2 0.5 0 1
"11620" 32 4 6 0 "ByProb" 1 1 2 0.5 0 1
"11621" 32 4 7 1 "ByProb" 1 1 2 0.5 0 1
"12230" 32 4 8 1 "ByProb" 1 1 2 0.5 0 1
"12231" 32 4 9 0 "ByProb" 1 1 2 0.5 0 1
"12353" 32 4 10 1 "ByProb" 1 1 2 0.5 0 1
"12354" 32 4 11 0 "ByProb" 1 1 2 0.5 0 1
"10164" 32 4 12 1 "ByProb" 1 1 2 0.5 0 1
"10165" 32 4 13 1 "ByProb" 1 1 2 0.5 0 1
"10166" 32 4 14 0 "ByProb" 1 1 2 0.5 0 1
"10531" 32 4 15 1 "ByProb" 1 1 2 0.5 0 1
"10532" 32 4 16 1 "ByProb" 1 1 2 0.5 0 1
"10898" 32 4 17 1 "ByProb" 1 1 2 0.5 0 1
"10899" 32 4 18 0 "ByProb" 1 1 2 0.5 0 1
"10900" 32 4 19 0 "ByProb" 1 1 2 0.5 0 1
"10901" 32 4 20 1 "ByProb" 1 1 2 0.5 0 1
"10902" 32 4 21 1 "ByProb" 1 1 2 0.5 0 1
"11268" 32 4 22 1 "ByProb" 1 1 2 0.5 0 1
"11269" 32 4 23 0 "ByProb" 1 1 2 0.5 0 1
"11270" 32 4 24 1 "ByProb" 1 1 2 0.5 0 1
"11635" 32 4 25 1 "ByProb" 1 1 2 0.5 0 1
"15501" 32 5 1 0 "ByProb" 1 -3 0 0.2 -4 1
"15622" 32 5 2 0 "ByProb" 1 -3 0 0.2 -4 1
"15624" 32 5 3 0 "ByProb" 1 -3 0 0.2 -4 1
"15530" 32 5 4 0 "ByProb" 1 -3 0 0.2 -4 1
"15531" 32 5 5 0 "ByProb" 1 -3 0 0.2 -4 1
"15564" 32 5 6 0 "ByProb" 1 -3 0 0.2 -4 1
"15534" 32 5 7 1 "ByProb" 1 -3 0 0.2 -4 1
"15291" 32 5 8 0 "ByProb" 1 -3 0 0.2 -4 1
"14928" 32 5 9 1 "ByProb" 1 -3 0 0.2 -4 1
"15293" 32 5 10 0 "ByProb" 1 -3 0 0.2 -4 1
"15553" 32 5 11 0 "ByProb" 1 -3 0 0.2 -4 1
"13468" 32 5 12 1 "ByProb" 1 -3 0 0.2 -4 1
"13469" 32 5 13 0 "ByProb" 1 -3 0 0.2 -4 1
"13470" 32 5 14 0 "ByProb" 1 -3 0 0.2 -4 1
"13471" 32 5 15 1 "ByProb" 1 -3 0 0.2 -4 1
"13472" 32 5 16 0 "ByProb" 1 -3 0 0.2 -4 1
"13837" 32 5 17 0 "ByProb" 1 -3 0 0.2 -4 1
"13838" 32 5 18 0 "ByProb" 1 -3 0 0.2 -4 1
"13475" 32 5 19 0 "ByProb" 1 -3 0 0.2 -4 1
"13476" 32 5 20 0 "ByProb" 1 -3 0 0.2 -4 1
"13841" 32 5 21 0 "ByProb" 1 -3 0 0.2 -4 1
"13842" 32 5 22 0 "ByProb" 1 -3 0 0.2 -4 1
"13479" 32 5 23 1 "ByProb" 1 -3 0 0.2 -4 1
"13480" 32 5 24 1 "ByProb" 1 -3 0 0.2 -4 1
"13481" 32 5 25 0 "ByProb" 1 -3 0 0.2 -4 1
"16401" 32 6 1 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16402" 32 6 2 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16403" 32 6 3 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16404" 32 6 4 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16405" 32 6 5 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16406" 32 6 6 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16407" 32 6 7 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16408" 32 6 8 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16409" 32 6 9 0 "ByProb" 0.75 -3 0 0.8 -4 1
"17871" 32 6 10 0 "ByProb" 0.75 -3 0 0.8 -4 1
"17872" 32 6 11 1 "ByProb" 0.75 -3 0 0.8 -4 1
"16412" 32 6 12 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16413" 32 6 13 1 "ByProb" 0.75 -3 0 0.8 -4 1
"16414" 32 6 14 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16415" 32 6 15 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16416" 32 6 16 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16417" 32 6 17 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16418" 32 6 18 1 "ByProb" 0.75 -3 0 0.8 -4 1
"16419" 32 6 19 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16420" 32 6 20 1 "ByProb" 0.75 -3 0 0.8 -4 1
"16421" 32 6 21 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16422" 32 6 22 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16423" 32 6 23 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16424" 32 6 24 0 "ByProb" 0.75 -3 0 0.8 -4 1
"16425" 32 6 25 1 "ByProb" 0.75 -3 0 0.8 -4 1
"19709" 32 7 1 1 "ByProb" 1 -1 0 0.95 -20 1
"19710" 32 7 2 1 "ByProb" 1 -1 0 0.95 -20 1
"19711" 32 7 3 1 "ByProb" 1 -1 0 0.95 -20 1
"19712" 32 7 4 1 "ByProb" 1 -1 0 0.95 -20 1
"19713" 32 7 5 0 "ByProb" 1 -1 0 0.95 -20 1
"19714" 32 7 6 0 "ByProb" 1 -1 0 0.95 -20 1
"20079" 32 7 7 0 "ByProb" 1 -1 0 0.95 -20 1
"20080" 32 7 8 1 "ByProb" 1 -1 0 0.95 -20 1
"20081" 32 7 9 1 "ByProb" 1 -1 0 0.95 -20 1
"20082" 32 7 10 1 "ByProb" 1 -1 0 0.95 -20 1
"20083" 32 7 11 0 "ByProb" 1 -1 0 0.95 -20 1
"18785" 32 7 12 0 "ByProb" 1 -1 0 0.95 -20 1
"18752" 32 7 13 1 "ByProb" 1 -1 0 0.95 -20 1
"18835" 32 7 14 0 "ByProb" 1 -1 0 0.95 -20 1
"18866" 32 7 15 1 "ByProb" 1 -1 0 0.95 -20 1
"18795" 32 7 16 1 "ByProb" 1 -1 0 0.95 -20 1
"18825" 32 7 17 1 "ByProb" 1 -1 0 0.95 -20 1
"18826" 32 7 18 0 "ByProb" 1 -1 0 0.95 -20 1
"18771" 32 7 19 1 "ByProb" 1 -1 0 0.95 -20 1
"19357" 32 7 20 0 "ByProb" 1 -1 0 0.95 -20 1
"19358" 32 7 21 1 "ByProb" 1 -1 0 0.95 -20 1
"19359" 32 7 22 0 "ByProb" 1 -1 0 0.95 -20 1
"19360" 32 7 23 1 "ByProb" 1 -1 0 0.95 -20 1
"19361" 32 7 24 1 "ByProb" 1 -1 0 0.95 -20 1
"18998" 32 7 25 1 "ByProb" 1 -1 0 0.95 -20 1
"21944" 32 8 1 0 "ByProb" 1 1 20 0.05 0 1
"21960" 32 8 2 0 "ByProb" 1 1 20 0.05 0 1
"21961" 32 8 3 0 "ByProb" 1 1 20 0.05 0 1
"21988" 32 8 4 0 "ByProb" 1 1 20 0.05 0 1
"22002" 32 8 5 0 "ByProb" 1 1 20 0.05 0 1
"23018" 32 8 6 0 "ByProb" 1 1 20 0.05 0 1
"22655" 32 8 7 0 "ByProb" 1 1 20 0.05 0 1
"22656" 32 8 8 0 "ByProb" 1 1 20 0.05 0 1
"23021" 32 8 9 1 "ByProb" 1 1 20 0.05 0 1
"23022" 32 8 10 1 "ByProb" 1 1 20 0.05 0 1
"23023" 32 8 11 0 "ByProb" 1 1 20 0.05 0 1
"21895" 32 8 12 0 "ByProb" 1 1 20 0.05 0 1
"21885" 32 8 13 0 "ByProb" 1 1 20 0.05 0 1
"21878" 32 8 14 0 "ByProb" 1 1 20 0.05 0 1
"21898" 32 8 15 0 "ByProb" 1 1 20 0.05 0 1
"21982" 32 8 16 0 "ByProb" 1 1 20 0.05 0 1
"21957" 32 8 17 0 "ByProb" 1 1 20 0.05 0 1
"21958" 32 8 18 0 "ByProb" 1 1 20 0.05 0 1
"21972" 32 8 19 0 "ByProb" 1 1 20 0.05 0 1
"21973" 32 8 20 0 "ByProb" 1 1 20 0.05 0 1
"22664" 32 8 21 0 "ByProb" 1 1 20 0.05 0 1
"22301" 32 8 22 0 "ByProb" 1 1 20 0.05 0 1
"22058" 32 8 23 0 "ByProb" 1 1 20 0.05 0 1
"22303" 32 8 24 0 "ByProb" 1 1 20 0.05 0 1
"22304" 32 8 25 0 "ByProb" 1 1 20 0.05 0 1
"25588" 32 9 1 1 "ByProb" 1 1 100 0.01 0 1
"25589" 32 9 2 1 "ByProb" 1 1 100 0.01 0 1
"25590" 32 9 3 0 "ByProb" 1 1 100 0.01 0 1
"25591" 32 9 4 0 "ByProb" 1 1 100 0.01 0 1
"25592" 32 9 5 0 "ByProb" 1 1 100 0.01 0 1
"25957" 32 9 6 0 "ByProb" 1 1 100 0.01 0 1
"25958" 32 9 7 0 "ByProb" 1 1 100 0.01 0 1
"25959" 32 9 8 0 "ByProb" 1 1 100 0.01 0 1
"25960" 32 9 9 0 "ByProb" 1 1 100 0.01 0 1
"25961" 32 9 10 0 "ByProb" 1 1 100 0.01 0 1
"25962" 32 9 11 0 "ByProb" 1 1 100 0.01 0 1
"25070" 32 9 12 0 "ByProb" 1 1 100 0.01 0 1
"25026" 32 9 13 0 "ByProb" 1 1 100 0.01 0 1
"25028" 32 9 14 0 "ByProb" 1 1 100 0.01 0 1
"25057" 32 9 15 0 "ByProb" 1 1 100 0.01 0 1
"25067" 32 9 16 0 "ByProb" 1 1 100 0.01 0 1
"25055" 32 9 17 0 "ByProb" 1 1 100 0.01 0 1
"25019" 32 9 18 0 "ByProb" 1 1 100 0.01 0 1
"25600" 32 9 19 0 "ByProb" 1 1 100 0.01 0 1
"25601" 32 9 20 0 "ByProb" 1 1 100 0.01 0 1
"25602" 32 9 21 0 "ByProb" 1 1 100 0.01 0 1
"25603" 32 9 22 0 "ByProb" 1 1 100 0.01 0 1
"25604" 32 9 23 0 "ByProb" 1 1 100 0.01 0 1
"25363" 32 9 24 0 "ByProb" 1 1 100 0.01 0 1
"25607" 32 9 25 0 "ByProb" 1 1 100 0.01 0 1
"28528" 32 10 1 1 "ByProb" 1 2 101 0.01 1 1
"28529" 32 10 2 1 "ByProb" 1 2 101 0.01 1 1
"28530" 32 10 3 1 "ByProb" 1 2 101 0.01 1 1
"28531" 32 10 4 1 "ByProb" 1 2 101 0.01 1 1
"29625" 32 10 5 1 "ByProb" 1 2 101 0.01 1 1
"29626" 32 10 6 1 "ByProb" 1 2 101 0.01 1 1
"29627" 32 10 7 1 "ByProb" 1 2 101 0.01 1 1
"29628" 32 10 8 1 "ByProb" 1 2 101 0.01 1 1
"29629" 32 10 9 1 "ByProb" 1 2 101 0.01 1 1
"30359" 32 10 10 1 "ByProb" 1 2 101 0.01 1 1
"30360" 32 10 11 1 "ByProb" 1 2 101 0.01 1 1
"28129" 32 10 12 1 "ByProb" 1 2 101 0.01 1 1
"28141" 32 10 13 1 "ByProb" 1 2 101 0.01 1 1
"28163" 32 10 14 1 "ByProb" 1 2 101 0.01 1 1
"28238" 32 10 15 1 "ByProb" 1 2 101 0.01 1 1
"28239" 32 10 16 1 "ByProb" 1 2 101 0.01 1 1
"28253" 32 10 17 1 "ByProb" 1 2 101 0.01 1 1
"28254" 32 10 18 1 "ByProb" 1 2 101 0.01 1 1
"28242" 32 10 19 1 "ByProb" 1 2 101 0.01 1 1
"28906" 32 10 20 1 "ByProb" 1 2 101 0.01 1 1
"28907" 32 10 21 1 "ByProb" 1 2 101 0.01 1 1
"28908" 32 10 22 1 "ByProb" 1 2 101 0.01 1 1
"28545" 32 10 23 1 "ByProb" 1 2 101 0.01 1 1
"28546" 32 10 24 1 "ByProb" 1 2 101 0.01 1 1
"28547" 32 10 25 1 "ByProb" 1 2 101 0.01 1 1
"31467" 32 11 1 0 "ByProb" 1 19 20 0.9 -20 1
"31468" 32 11 2 0 "ByProb" 1 19 20 0.9 -20 1
"31482" 32 11 3 0 "ByProb" 1 19 20 0.9 -20 1
"31470" 32 11 4 0 "ByProb" 1 19 20 0.9 -20 1
"31592" 32 11 5 0 "ByProb" 1 19 20 0.9 -20 1
"31836" 32 11 6 0 "ByProb" 1 19 20 0.9 -20 1
"31837" 32 11 7 0 "ByProb" 1 19 20 0.9 -20 1
"31838" 32 11 8 1 "ByProb" 1 19 20 0.9 -20 1
"31839" 32 11 9 1 "ByProb" 1 19 20 0.9 -20 1
"31840" 32 11 10 1 "ByProb" 1 19 20 0.9 -20 1
"31841" 32 11 11 1 "ByProb" 1 19 20 0.9 -20 1
"31308" 32 11 12 1 "ByProb" 1 19 20 0.9 -20 1
"31322" 32 11 13 0 "ByProb" 1 19 20 0.9 -20 1
"31271" 32 11 14 0 "ByProb" 1 19 20 0.9 -20 1
"31337" 32 11 15 0 "ByProb" 1 19 20 0.9 -20 1
"31843" 32 11 16 0 "ByProb" 1 19 20 0.9 -20 1
"31844" 32 11 17 0 "ByProb" 1 19 20 0.9 -20 1
"31845" 32 11 18 0 "ByProb" 1 19 20 0.9 -20 1
"31485" 32 11 19 0 "ByProb" 1 19 20 0.9 -20 1
"31486" 32 11 20 0 "ByProb" 1 19 20 0.9 -20 1
"31487" 32 11 21 0 "ByProb" 1 19 20 0.9 -20 1
"31488" 32 11 22 0 "ByProb" 1 19 20 0.9 -20 1
"32219" 32 11 23 0 "ByProb" 1 19 20 0.9 -20 1
"32220" 32 11 24 0 "ByProb" 1 19 20 0.9 -20 1
"32221" 32 11 25 0 "ByProb" 1 19 20 0.9 -20 1
"35141" 32 12 1 0 "ByProb" 1 0 50 0.5 -50 1
"36236" 32 12 2 0 "ByProb" 1 0 50 0.5 -50 1
"36237" 32 12 3 0 "ByProb" 1 0 50 0.5 -50 1
"36238" 32 12 4 0 "ByProb" 1 0 50 0.5 -50 1
"35145" 32 12 5 0 "ByProb" 1 0 50 0.5 -50 1
"35146" 32 12 6 0 "ByProb" 1 0 50 0.5 -50 1
"35147" 32 12 7 0 "ByProb" 1 0 50 0.5 -50 1
"35148" 32 12 8 0 "ByProb" 1 0 50 0.5 -50 1
"34484" 32 12 9 0 "ByProb" 1 0 50 0.5 -50 1
"34459" 32 12 10 0 "ByProb" 1 0 50 0.5 -50 1
"34785" 32 12 11 1 "ByProb" 1 0 50 0.5 -50 1
"34389" 32 12 12 0 "ByProb" 1 0 50 0.5 -50 1
"34399" 32 12 13 0 "ByProb" 1 0 50 0.5 -50 1
"34460" 32 12 14 0 "ByProb" 1 0 50 0.5 -50 1
"34474" 32 12 15 0 "ByProb" 1 0 50 0.5 -50 1
"34488" 32 12 16 1 "ByProb" 1 0 50 0.5 -50 1
"34545" 32 12 17 1 "ByProb" 1 0 50 0.5 -50 1
"34546" 32 12 18 0 "ByProb" 1 0 50 0.5 -50 1
"34478" 32 12 19 0 "ByProb" 1 0 50 0.5 -50 1
"35155" 32 12 20 0 "ByProb" 1 0 50 0.5 -50 1
"35156" 32 12 21 1 "ByProb" 1 0 50 0.5 -50 1
"35157" 32 12 22 0 "ByProb" 1 0 50 0.5 -50 1
"34794" 32 12 23 0 "ByProb" 1 0 50 0.5 -50 1
"35159" 32 12 24 0 "ByProb" 1 0 50 0.5 -50 1
"35160" 32 12 25 0 "ByProb" 1 0 50 0.5 -50 1
"37551" 32 14 1 1 "ByProb" 1 0 1 0.5 -1 1
"37718" 32 14 2 1 "ByProb" 1 0 1 0.5 -1 1
"37719" 32 14 3 1 "ByProb" 1 0 1 0.5 -1 1
"37720" 32 14 4 1 "ByProb" 1 0 1 0.5 -1 1
"37530" 32 14 5 1 "ByProb" 1 0 1 0.5 -1 1
"37520" 32 14 6 1 "ByProb" 1 0 1 0.5 -1 1
"37721" 32 14 7 1 "ByProb" 1 0 1 0.5 -1 1
"37735" 32 14 8 1 "ByProb" 1 0 1 0.5 -1 1
"37545" 32 14 9 1 "ByProb" 1 0 1 0.5 -1 1
"37723" 32 14 10 1 "ByProb" 1 0 1 0.5 -1 1
"37737" 32 14 11 1 "ByProb" 1 0 1 0.5 -1 1
"37583" 32 14 12 1 "ByProb" 1 0 1 0.5 -1 1
"37610" 32 14 13 1 "ByProb" 1 0 1 0.5 -1 1
"37598" 32 14 14 1 "ByProb" 1 0 1 0.5 -1 1
"37534" 32 14 15 1 "ByProb" 1 0 1 0.5 -1 1
"37544" 32 14 16 1 "ByProb" 1 0 1 0.5 -1 1
"37728" 32 14 17 1 "ByProb" 1 0 1 0.5 -1 1
"37729" 32 14 18 1 "ByProb" 1 0 1 0.5 -1 1
"37730" 32 14 19 1 "ByProb" 1 0 1 0.5 -1 1
"37731" 32 14 20 1 "ByProb" 1 0 1 0.5 -1 1
"38461" 32 14 21 1 "ByProb" 1 0 1 0.5 -1 1
"38098" 32 14 22 1 "ByProb" 1 0 1 0.5 -1 1
"38099" 32 14 23 1 "ByProb" 1 0 1 0.5 -1 1
"37776" 32 14 24 1 "ByProb" 1 0 1 0.5 -1 1
"38101" 32 14 25 1 "ByProb" 1 0 1 0.5 -1 1
"41750" 32 15 1 0 "ByProb" 1 7 50 0.5 1 1
"41751" 32 15 2 1 "ByProb" 1 7 50 0.5 1 1
"41752" 32 15 3 1 "ByProb" 1 7 50 0.5 1 1
"41753" 32 15 4 1 "ByProb" 1 7 50 0.5 1 1
"41024" 32 15 5 1 "ByProb" 1 7 50 0.5 1 1
"41025" 32 15 6 1 "ByProb" 1 7 50 0.5 1 1
"41026" 32 15 7 1 "ByProb" 1 7 50 0.5 1 1
"41391" 32 15 8 1 "ByProb" 1 7 50 0.5 1 1
"40662" 32 15 9 0 "ByProb" 1 7 50 0.5 1 1
"40810" 32 15 10 1 "ByProb" 1 7 50 0.5 1 1
"40703" 32 15 11 1 "ByProb" 1 7 50 0.5 1 1
"40693" 32 15 12 1 "ByProb" 1 7 50 0.5 1 1
"40657" 32 15 13 1 "ByProb" 1 7 50 0.5 1 1
"40689" 32 15 14 1 "ByProb" 1 7 50 0.5 1 1
"40649" 32 15 15 1 "ByProb" 1 7 50 0.5 1 1
"40637" 32 15 16 1 "ByProb" 1 7 50 0.5 1 1
"40643" 32 15 17 0 "ByProb" 1 7 50 0.5 1 1
"40648" 32 15 18 1 "ByProb" 1 7 50 0.5 1 1
"41033" 32 15 19 0 "ByProb" 1 7 50 0.5 1 1
"41034" 32 15 20 1 "ByProb" 1 7 50 0.5 1 1
"41035" 32 15 21 1 "ByProb" 1 7 50 0.5 1 1
"41036" 32 15 22 1 "ByProb" 1 7 50 0.5 1 1
"41037" 32 15 23 1 "ByProb" 1 7 50 0.5 1 1
"41403" 32 15 24 1 "ByProb" 1 7 50 0.5 1 1
"41404" 32 15 25 1 "ByProb" 1 7 50 0.5 1 1
"43961" 32 16 1 1 "ByProb" 1 7 50 0.5 -1 1
"43962" 32 16 2 1 "ByProb" 1 7 50 0.5 -1 1
"43963" 32 16 3 1 "ByProb" 1 7 50 0.5 -1 1
"43964" 32 16 4 1 "ByProb" 1 7 50 0.5 -1 1
"43758" 32 16 5 1 "ByProb" 1 7 50 0.5 -1 1
"43764" 32 16 6 1 "ByProb" 1 7 50 0.5 -1 1
"43966" 32 16 7 0 "ByProb" 1 7 50 0.5 -1 1
"43980" 32 16 8 0 "ByProb" 1 7 50 0.5 -1 1
"43827" 32 16 9 1 "ByProb" 1 7 50 0.5 -1 1
"43871" 32 16 10 0 "ByProb" 1 7 50 0.5 -1 1
"43803" 32 16 11 0 "ByProb" 1 7 50 0.5 -1 1
"43784" 32 16 12 1 "ByProb" 1 7 50 0.5 -1 1
"43771" 32 16 13 0 "ByProb" 1 7 50 0.5 -1 1
"43775" 32 16 14 0 "ByProb" 1 7 50 0.5 -1 1
"43970" 32 16 15 0 "ByProb" 1 7 50 0.5 -1 1
"43984" 32 16 16 1 "ByProb" 1 7 50 0.5 -1 1
"43985" 32 16 17 0 "ByProb" 1 7 50 0.5 -1 1
"43986" 32 16 18 0 "ByProb" 1 7 50 0.5 -1 1
"43974" 32 16 19 1 "ByProb" 1 7 50 0.5 -1 1
"44704" 32 16 20 0 "ByProb" 1 7 50 0.5 -1 1
"44705" 32 16 21 0 "ByProb" 1 7 50 0.5 -1 1
"44342" 32 16 22 1 "ByProb" 1 7 50 0.5 -1 1
"44343" 32 16 23 1 "ByProb" 1 7 50 0.5 -1 1
"44060" 32 16 24 0 "ByProb" 1 7 50 0.5 -1 1
"44345" 32 16 25 0 "ByProb" 1 7 50 0.5 -1 1
"47629" 32 17 1 0 "ByProb" 1 30 50 0.5 1 1
"47630" 32 17 2 0 "ByProb" 1 30 50 0.5 1 1
"47631" 32 17 3 0 "ByProb" 1 30 50 0.5 1 1
"47632" 32 17 4 0 "ByProb" 1 30 50 0.5 1 1
"46942" 32 17 5 0 "ByProb" 1 30 50 0.5 1 1
"47051" 32 17 6 0 "ByProb" 1 30 50 0.5 1 1
"47026" 32 17 7 1 "ByProb" 1 30 50 0.5 1 1
"47270" 32 17 8 1 "ByProb" 1 30 50 0.5 1 1
"46900" 32 17 9 1 "ByProb" 1 30 50 0.5 1 1
"47040" 32 17 10 1 "ByProb" 1 30 50 0.5 1 1
"47041" 32 17 11 1 "ByProb" 1 30 50 0.5 1 1
"46877" 32 17 12 1 "ByProb" 1 30 50 0.5 1 1
"46902" 32 17 13 1 "ByProb" 1 30 50 0.5 1 1
"46971" 32 17 14 1 "ByProb" 1 30 50 0.5 1 1
"46944" 32 17 15 1 "ByProb" 1 30 50 0.5 1 1
"46972" 32 17 16 1 "ByProb" 1 30 50 0.5 1 1
"47277" 32 17 17 1 "ByProb" 1 30 50 0.5 1 1
"47278" 32 17 18 1 "ByProb" 1 30 50 0.5 1 1
"47279" 32 17 19 1 "ByProb" 1 30 50 0.5 1 1
"47644" 32 17 20 1 "ByProb" 1 30 50 0.5 1 1
"47647" 32 17 21 1 "ByProb" 1 30 50 0.5 1 1
"47284" 32 17 22 1 "ByProb" 1 30 50 0.5 1 1
"47285" 32 17 23 1 "ByProb" 1 30 50 0.5 1 1
"47042" 32 17 24 1 "ByProb" 1 30 50 0.5 1 1
"48017" 32 17 25 1 "ByProb" 1 30 50 0.5 1 1
"50573" 32 18 1 1 "ByProb" 1 30 50 0.5 -1 1
"50574" 32 18 2 1 "ByProb" 1 30 50 0.5 -1 1
"51670" 32 18 3 1 "ByProb" 1 30 50 0.5 -1 1
"51671" 32 18 4 1 "ByProb" 1 30 50 0.5 -1 1
"51672" 32 18 5 1 "ByProb" 1 30 50 0.5 -1 1
"51673" 32 18 6 1 "ByProb" 1 30 50 0.5 -1 1
"51674" 32 18 7 0 "ByProb" 1 30 50 0.5 -1 1
"51675" 32 18 8 0 "ByProb" 1 30 50 0.5 -1 1
"51676" 32 18 9 1 "ByProb" 1 30 50 0.5 -1 1
"51677" 32 18 10 1 "ByProb" 1 30 50 0.5 -1 1
"51678" 32 18 11 1 "ByProb" 1 30 50 0.5 -1 1
"50026" 32 18 12 1 "ByProb" 1 30 50 0.5 -1 1
"50219" 32 18 13 1 "ByProb" 1 30 50 0.5 -1 1
"50220" 32 18 14 1 "ByProb" 1 30 50 0.5 -1 1
"50221" 32 18 15 1 "ByProb" 1 30 50 0.5 -1 1
"50222" 32 18 16 1 "ByProb" 1 30 50 0.5 -1 1
"50223" 32 18 17 1 "ByProb" 1 30 50 0.5 -1 1
"50224" 32 18 18 1 "ByProb" 1 30 50 0.5 -1 1
"50589" 32 18 19 0 "ByProb" 1 30 50 0.5 -1 1
"50226" 32 18 20 1 "ByProb" 1 30 50 0.5 -1 1
"50227" 32 18 21 1 "ByProb" 1 30 50 0.5 -1 1
"50592" 32 18 22 0 "ByProb" 1 30 50 0.5 -1 1
"50957" 32 18 23 1 "ByProb" 1 30 50 0.5 -1 1
"50594" 32 18 24 1 "ByProb" 1 30 50 0.5 -1 1
"50595" 32 18 25 1 "ByProb" 1 30 50 0.5 -1 1
"53515" 32 24 1 0 "ByProb" 1 -2 -1 0.5 -3 1
"53516" 32 24 2 0 "ByProb" 1 -2 -1 0.5 -3 1
"53517" 32 24 3 0 "ByProb" 1 -2 -1 0.5 -3 1
"53518" 32 24 4 0 "ByProb" 1 -2 -1 0.5 -3 1
"53287" 32 24 5 0 "ByProb" 1 -2 -1 0.5 -3 1
"53288" 32 24 6 0 "ByProb" 1 -2 -1 0.5 -3 1
