"subject" "problem" "trial" "choice" "condition" "type" "pHa" "La" "Hb" "pHb" "Lb" "LotNum" "LotShape" "Corr" "Amb"
"8982" 52 40 23 0 "ByFB" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8862" 52 40 24 0 "ByFB" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"8863" 52 40 25 1 "ByFB" "multiOut" 0.8 -37 79 0.4 -46 7 "L-skew" 0 0
"10196" 52 41 1 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10201" 52 41 2 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10199" 52 41 3 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10200" 52 41 4 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10445" 52 41 5 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11057" 52 41 6 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11058" 52 41 7 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11059" 52 41 8 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11060" 52 41 9 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11061" 52 41 10 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11183" 52 41 11 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11184" 52 41 12 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11185" 52 41 13 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10943" 52 41 14 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11065" 52 41 15 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11066" 52 41 16 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10946" 52 41 17 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"10947" 52 41 18 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11070" 52 41 19 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11071" 52 41 20 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11072" 52 41 21 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11073" 52 41 22 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11074" 52 41 23 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11075" 52 41 24 1 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"11076" 52 41 25 0 "ByFB" "multiOut" 1 29 44 0.4 21 5 "Symm" 0 0
"12451" 52 42 1 1 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12412" 52 42 2 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12413" 52 42 3 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12414" 52 42 4 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12536" 52 42 5 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12416" 52 42 6 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12538" 52 42 7 1 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12418" 52 42 8 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12540" 52 42 9 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12663" 52 42 10 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12421" 52 42 11 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12422" 52 42 12 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12423" 52 42 13 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12424" 52 42 14 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12425" 52 42 15 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12426" 52 42 16 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12427" 52 42 17 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12428" 52 42 18 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12550" 52 42 19 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12551" 52 42 20 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12552" 52 42 21 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12553" 52 42 22 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"12921" 52 42 23 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13530" 52 42 24 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"13775" 52 42 25 0 "ByFB" "ambiguous" 1 -6 54 0.1 -21 1 "-" 0 1
"14503" 52 45 1 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14423" 52 45 2 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14384" 52 45 3 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14506" 52 45 4 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14507" 52 45 5 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14629" 52 45 6 1 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14630" 52 45 7 1 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14631" 52 45 8 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14753" 52 45 9 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14754" 52 45 10 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14634" 52 45 11 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14878" 52 45 12 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14879" 52 45 13 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14637" 52 45 14 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14638" 52 45 15 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14518" 52 45 16 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14519" 52 45 17 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14439" 52 45 18 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14521" 52 45 19 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14522" 52 45 20 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14644" 52 45 21 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14645" 52 45 22 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14646" 52 45 23 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14647" 52 45 24 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"14769" 52 45 25 0 "ByFB" "multiOut" 1 13 13 1 13 9 "Symm" 0 0
"16237" 52 47 1 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16204" 52 47 2 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16226" 52 47 3 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16350" 52 47 4 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16472" 52 47 5 1 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16474" 52 47 6 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16394" 52 47 7 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16395" 52 47 8 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16315" 52 47 9 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16397" 52 47 10 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16356" 52 47 11 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16316" 52 47 12 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16206" 52 47 13 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16276" 52 47 14 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16238" 52 47 15 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16239" 52 47 16 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16281" 52 47 17 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"16608" 52 47 18 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"17341" 52 47 19 1 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"17342" 52 47 20 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"17343" 52 47 21 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"17344" 52 47 22 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"17345" 52 47 23 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"17346" 52 47 24 0 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"17347" 52 47 25 1 "ByFB" "multiOut" 1 11 57 0.2 -5 6 "L-skew" 0 0
"18316" 52 48 1 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18262" 52 48 2 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18239" 52 48 3 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18320" 52 48 4 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18442" 52 48 5 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18565" 52 48 6 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18566" 52 48 7 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18689" 52 48 8 1 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18569" 52 48 9 1 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18813" 52 48 10 1 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18571" 52 48 11 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18572" 52 48 12 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18451" 52 48 13 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18370" 52 48 14 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18290" 52 48 15 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18453" 52 48 16 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18333" 52 48 17 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18334" 52 48 18 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18335" 52 48 19 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18700" 52 48 20 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18701" 52 48 21 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18824" 52 48 22 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18825" 52 48 23 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18948" 52 48 24 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"18949" 52 48 25 0 "ByFB" "ambiguous" 1 -2 24 0.5 -24 1 "-" 0 1
"20336" 52 49 1 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20405" 52 49 2 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20289" 52 49 3 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20294" 52 49 4 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20299" 52 49 5 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20409" 52 49 6 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20293" 52 49 7 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20298" 52 49 8 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20303" 52 49 9 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20535" 52 49 10 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"21027" 52 49 11 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"21028" 52 49 12 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"21029" 52 49 13 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20787" 52 49 14 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20667" 52 49 15 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20789" 52 49 16 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20790" 52 49 17 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20791" 52 49 18 1 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20792" 52 49 19 0 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20672" 52 49 20 0 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20673" 52 49 21 0 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20795" 52 49 22 0 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"20675" 52 49 23 0 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"21040" 52 49 24 0 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"21041" 52 49 25 0 "ByFB" "multiOut" 1 23 23 1 23 3 "Symm" 0 0
"22294" 52 50 1 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22376" 52 50 2 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22417" 52 50 3 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22378" 52 50 4 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22622" 52 50 5 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22381" 52 50 6 1 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22382" 52 50 7 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22504" 52 50 8 1 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22424" 52 50 9 1 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22506" 52 50 10 1 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22507" 52 50 11 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22386" 52 50 12 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22345" 52 50 13 1 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22305" 52 50 14 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22389" 52 50 15 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22430" 52 50 16 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22391" 52 50 17 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22432" 52 50 18 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22636" 52 50 19 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22637" 52 50 20 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22517" 52 50 21 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22518" 52 50 22 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22519" 52 50 23 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22520" 52 50 24 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"22521" 52 50 25 0 "ByFB" "multiOut" 1 4 4 1 4 9 "Symm" 0 0
"24375" 52 55 1 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"24389" 52 55 2 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"24510" 52 55 3 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"24592" 52 55 4 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"24593" 52 55 5 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"24594" 52 55 6 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"24595" 52 55 7 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"24475" 52 55 8 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"24516" 52 55 9 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25089" 52 55 10 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25090" 52 55 11 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25455" 52 55 12 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25456" 52 55 13 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25457" 52 55 14 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25458" 52 55 15 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25823" 52 55 16 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25824" 52 55 17 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25825" 52 55 18 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"26150" 52 55 19 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25826" 52 55 20 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25827" 52 55 21 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25099" 52 55 22 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25100" 52 55 23 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25101" 52 55 24 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"25102" 52 55 25 0 "ByFB" "correlated" 0.2 19 22 0.25 17 9 "Symm" -1 0
"28017" 52 57 1 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28018" 52 57 2 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28019" 52 57 3 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28020" 52 57 4 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28021" 52 57 5 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28022" 52 57 6 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28023" 52 57 7 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28024" 52 57 8 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28025" 52 57 9 0 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28026" 52 57 10 0 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28027" 52 57 11 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28028" 52 57 12 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28029" 52 57 13 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28030" 52 57 14 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28031" 52 57 15 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28032" 52 57 16 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28033" 52 57 17 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28034" 52 57 18 0 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28035" 52 57 19 0 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28036" 52 57 20 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28037" 52 57 21 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28038" 52 57 22 0 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28039" 52 57 23 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28040" 52 57 24 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"28041" 52 57 25 1 "ByFB" "correlated" 0.5 -3 33 0.95 17 9 "Symm" -1 0
"1072" 53 31 1 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1073" 53 31 2 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1074" 53 31 3 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1075" 53 31 4 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1076" 53 31 5 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1077" 53 31 6 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1078" 53 31 7 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1443" 53 31 8 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1444" 53 31 9 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1445" 53 31 10 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1446" 53 31 11 1 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1447" 53 31 12 1 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1448" 53 31 13 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1449" 53 31 14 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1450" 53 31 15 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1451" 53 31 16 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1452" 53 31 17 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1453" 53 31 18 1 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1454" 53 31 19 1 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1455" 53 31 20 1 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1456" 53 31 21 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1457" 53 31 22 1 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1458" 53 31 23 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1459" 53 31 24 1 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"1460" 53 31 25 0 "ByFB" "ambiguous" 1 4 40 0.6 -44 1 "-" 0 1
"2553" 53 34 1 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2554" 53 34 2 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2555" 53 34 3 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2556" 53 34 4 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2921" 53 34 5 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2922" 53 34 6 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2923" 53 34 7 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2924" 53 34 8 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"3289" 53 34 9 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"3290" 53 34 10 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"3291" 53 34 11 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2928" 53 34 12 0 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2929" 53 34 13 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2566" 53 34 14 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2567" 53 34 15 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"2568" 53 34 16 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"3978" 53 34 17 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"3790" 53 34 18 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"3791" 53 34 19 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"3873" 53 34 20 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"3874" 53 34 21 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"3992" 53 34 22 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"4047" 53 34 23 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
"4029" 53 34 24 1 "ByFB" "multiOut" 1 7 27 0.1 4 3 "Symm" 0 0
