"subject" "problem" "trial" "choice" "condition" "type" "pHa" "La" "Hb" "pHb" "Lb" "LotNum" "LotShape" "Corr" "Amb"
"7932" 36 20 7 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7933" 36 20 8 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7934" 36 20 9 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"7935" 36 20 10 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9031" 36 20 11 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9032" 36 20 12 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8669" 36 20 13 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9035" 36 20 14 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8915" 36 20 15 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8916" 36 20 16 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8917" 36 20 17 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9039" 36 20 18 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8675" 36 20 19 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9040" 36 20 20 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9041" 36 20 21 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9042" 36 20 22 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9043" 36 20 23 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9044" 36 20 24 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9045" 36 20 25 0 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"11231" 36 21 1 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11596" 36 21 2 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11597" 36 21 3 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11598" 36 21 4 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11235" 36 21 5 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11236" 36 21 6 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11237" 36 21 7 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11238" 36 21 8 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11239" 36 21 9 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11240" 36 21 10 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11241" 36 21 11 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11242" 36 21 12 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11243" 36 21 13 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11244" 36 21 14 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11245" 36 21 15 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11246" 36 21 16 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11247" 36 21 17 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11977" 36 21 18 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11978" 36 21 19 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11979" 36 21 20 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12346" 36 21 21 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12226" 36 21 22 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12227" 36 21 23 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12351" 36 21 24 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12461" 36 21 25 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"14536" 36 22 1 0 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14537" 36 22 2 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14538" 36 22 3 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14539" 36 22 4 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14540" 36 22 5 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14541" 36 22 6 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14542" 36 22 7 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14543" 36 22 8 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14180" 36 22 9 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14181" 36 22 10 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14546" 36 22 11 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14183" 36 22 12 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14184" 36 22 13 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14549" 36 22 14 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14550" 36 22 15 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14187" 36 22 16 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14552" 36 22 17 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14553" 36 22 18 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14554" 36 22 19 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14555" 36 22 20 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15531" 36 22 21 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15530" 36 22 22 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15410" 36 22 23 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15592" 36 22 24 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"15603" 36 22 25 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"17841" 36 23 1 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17842" 36 23 2 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17843" 36 23 3 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17480" 36 23 4 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"17117" 36 23 5 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18578" 36 23 6 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18729" 36 23 7 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18580" 36 23 8 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18460" 36 23 9 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18582" 36 23 10 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18219" 36 23 11 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18735" 36 23 12 1 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18681" 36 23 13 1 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18668" 36 23 14 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18684" 36 23 15 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18658" 36 23 16 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18714" 36 23 17 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18738" 36 23 18 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18633" 36 23 19 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18674" 36 23 20 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18715" 36 23 21 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18512" 36 23 22 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18741" 36 23 23 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18745" 36 23 24 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"18677" 36 23 25 0 "ByProb" "23" 0.9 0 10 0.9 0 1 "-" 0 1
"21146" 36 27 1 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21147" 36 27 2 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21148" 36 27 3 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20785" 36 27 4 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"20422" 36 27 5 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21153" 36 27 6 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21154" 36 27 7 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21155" 36 27 8 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21521" 36 27 9 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21522" 36 27 10 1 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21523" 36 27 11 1 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21525" 36 27 12 1 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21526" 36 27 13 1 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21527" 36 27 14 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21771" 36 27 15 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21773" 36 27 16 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21652" 36 27 17 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21867" 36 27 18 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21734" 36 27 19 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21775" 36 27 20 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21875" 36 27 21 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21776" 36 27 22 0 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21845" 36 27 23 1 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21819" 36 27 24 1 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"21658" 36 27 25 1 "ByProb" "27" 1 16 48 0.4 1 3 "L-skew" 0 0
"24451" 36 28 1 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24452" 36 28 2 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24453" 36 28 3 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24454" 36 28 4 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24455" 36 28 5 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24092" 36 28 6 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24093" 36 28 7 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24094" 36 28 8 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24095" 36 28 9 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24096" 36 28 10 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24097" 36 28 11 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24098" 36 28 12 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24099" 36 28 13 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24100" 36 28 14 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24101" 36 28 15 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24833" 36 28 16 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24713" 36 28 17 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"25000" 36 28 18 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24997" 36 28 19 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24959" 36 28 20 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24920" 36 28 21 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24838" 36 28 22 0 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24839" 36 28 23 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24840" 36 28 24 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"24911" 36 28 25 1 "ByProb" "negCorrelation" 0.5 0 9 0.5 0 1 "-" -1 0
"27756" 36 30 1 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27757" 36 30 2 0 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27758" 36 30 3 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27759" 36 30 4 0 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27760" 36 30 5 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27761" 36 30 6 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27762" 36 30 7 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27763" 36 30 8 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27764" 36 30 9 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27765" 36 30 10 0 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27766" 36 30 11 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27767" 36 30 12 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27768" 36 30 13 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27769" 36 30 14 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27770" 36 30 15 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27771" 36 30 16 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27772" 36 30 17 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27773" 36 30 18 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27774" 36 30 19 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27775" 36 30 20 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27776" 36 30 21 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27777" 36 30 22 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27778" 36 30 23 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27779" 36 30 24 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"27780" 36 30 25 1 "ByProb" "posCorrelation" 0.5 0 8 0.5 0 1 "-" 1 0
"1541" 37 13 1 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1542" 37 13 2 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1543" 37 13 3 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1544" 37 13 4 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1545" 37 13 5 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1546" 37 13 6 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1547" 37 13 7 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1548" 37 13 8 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1549" 37 13 9 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1550" 37 13 10 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1551" 37 13 11 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1552" 37 13 12 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1553" 37 13 13 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1554" 37 13 14 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1555" 37 13 15 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1556" 37 13 16 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1557" 37 13 17 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1558" 37 13 18 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1559" 37 13 19 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1560" 37 13 20 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1561" 37 13 21 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1562" 37 13 22 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1563" 37 13 23 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1564" 37 13 24 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"1565" 37 13 25 1 "ByProb" "acceptReject" 1 0 50 0.5 -50 1 "-" 0 0
"4846" 37 19 1 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4847" 37 19 2 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4848" 37 19 3 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4849" 37 19 4 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4850" 37 19 5 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4851" 37 19 6 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4488" 37 19 7 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4489" 37 19 8 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4490" 37 19 9 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"4855" 37 19 10 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"6223" 37 19 11 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5953" 37 19 12 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5954" 37 19 13 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5955" 37 19 14 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"6079" 37 19 15 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"6080" 37 19 16 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"6121" 37 19 17 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"6122" 37 19 18 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5959" 37 19 19 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"6204" 37 19 20 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"6205" 37 19 21 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5597" 37 19 22 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5598" 37 19 23 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5599" 37 19 24 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5843" 37 19 25 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"8151" 37 20 1 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8152" 37 20 2 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8153" 37 20 3 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8154" 37 20 4 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8155" 37 20 5 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8156" 37 20 6 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8157" 37 20 7 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8158" 37 20 8 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8159" 37 20 9 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8160" 37 20 10 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8892" 37 20 11 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8893" 37 20 12 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8530" 37 20 13 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8896" 37 20 14 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8897" 37 20 15 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8898" 37 20 16 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8899" 37 20 17 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9184" 37 20 18 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8900" 37 20 19 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8901" 37 20 20 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8902" 37 20 21 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"8903" 37 20 22 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9188" 37 20 23 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9229" 37 20 24 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"9190" 37 20 25 1 "ByProb" "StPetersburg - Abstract" 1 9 9 1 9 8 "R-skew" 0 0
"11092" 37 21 1 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11093" 37 21 2 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11094" 37 21 3 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11459" 37 21 4 1 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11460" 37 21 5 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11461" 37 21 6 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11462" 37 21 7 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11463" 37 21 8 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11464" 37 21 9 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11465" 37 21 10 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11466" 37 21 11 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11467" 37 21 12 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11468" 37 21 13 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11469" 37 21 14 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11470" 37 21 15 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11471" 37 21 16 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11472" 37 21 17 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11838" 37 21 18 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11839" 37 21 19 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"11840" 37 21 20 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12207" 37 21 21 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12208" 37 21 22 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12209" 37 21 23 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12443" 37 21 24 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"12455" 37 21 25 0 "ByProb" "21" 0.5 0 10 0.5 0 1 "-" 0 1
"14397" 37 22 1 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14762" 37 22 2 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14399" 37 22 3 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14400" 37 22 4 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14765" 37 22 5 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
"14766" 37 22 6 1 "ByProb" "22" 0.1 0 10 0.1 0 1 "-" 0 1
