"subject" "problem" "trial" "choice" "condition" "pHa" "La" "Hb" "pHb" "Lb" "LotNum"
"4000" 307 2 17 1 "ByFB" 0.25 0 4 0.2 0 1
"4730" 307 2 18 1 "ByFB" 0.25 0 4 0.2 0 1
"4731" 307 2 19 1 "ByFB" 0.25 0 4 0.2 0 1
"5096" 307 2 20 1 "ByFB" 0.25 0 4 0.2 0 1
"5097" 307 2 21 1 "ByFB" 0.25 0 4 0.2 0 1
"5827" 307 2 22 1 "ByFB" 0.25 0 4 0.2 0 1
"5828" 307 2 23 1 "ByFB" 0.25 0 4 0.2 0 1
"5829" 307 2 24 1 "ByFB" 0.25 0 4 0.2 0 1
"5830" 307 2 25 1 "ByFB" 0.25 0 4 0.2 0 1
"8385" 307 3 1 1 "ByFB" 1 -1 0 0.5 -2 1
"8386" 307 3 2 1 "ByFB" 1 -1 0 0.5 -2 1
"8387" 307 3 3 1 "ByFB" 1 -1 0 0.5 -2 1
"8388" 307 3 4 1 "ByFB" 1 -1 0 0.5 -2 1
"9309" 307 3 5 1 "ByFB" 1 -1 0 0.5 -2 1
"9241" 307 3 6 1 "ByFB" 1 -1 0 0.5 -2 1
"9298" 307 3 7 0 "ByFB" 1 -1 0 0.5 -2 1
"9360" 307 3 8 1 "ByFB" 1 -1 0 0.5 -2 1
"9327" 307 3 9 0 "ByFB" 1 -1 0 0.5 -2 1
"9123" 307 3 10 0 "ByFB" 1 -1 0 0.5 -2 1
"9124" 307 3 11 1 "ByFB" 1 -1 0 0.5 -2 1
"8028" 307 3 12 0 "ByFB" 1 -1 0 0.5 -2 1
"8029" 307 3 13 1 "ByFB" 1 -1 0 0.5 -2 1
"8030" 307 3 14 1 "ByFB" 1 -1 0 0.5 -2 1
"8031" 307 3 15 0 "ByFB" 1 -1 0 0.5 -2 1
"8032" 307 3 16 0 "ByFB" 1 -1 0 0.5 -2 1
"7669" 307 3 17 0 "ByFB" 1 -1 0 0.5 -2 1
"8034" 307 3 18 0 "ByFB" 1 -1 0 0.5 -2 1
"8035" 307 3 19 0 "ByFB" 1 -1 0 0.5 -2 1
"7672" 307 3 20 0 "ByFB" 1 -1 0 0.5 -2 1
"7673" 307 3 21 0 "ByFB" 1 -1 0 0.5 -2 1
"8038" 307 3 22 0 "ByFB" 1 -1 0 0.5 -2 1
"8039" 307 3 23 0 "ByFB" 1 -1 0 0.5 -2 1
"8040" 307 3 24 0 "ByFB" 1 -1 0 0.5 -2 1
"8041" 307 3 25 0 "ByFB" 1 -1 0 0.5 -2 1
"10231" 307 4 1 0 "ByFB" 1 1 2 0.5 0 1
"10232" 307 4 2 0 "ByFB" 1 1 2 0.5 0 1
"10962" 307 4 3 0 "ByFB" 1 1 2 0.5 0 1
"10963" 307 4 4 0 "ByFB" 1 1 2 0.5 0 1
"10964" 307 4 5 0 "ByFB" 1 1 2 0.5 0 1
"10965" 307 4 6 0 "ByFB" 1 1 2 0.5 0 1
"10966" 307 4 7 0 "ByFB" 1 1 2 0.5 0 1
"11696" 307 4 8 0 "ByFB" 1 1 2 0.5 0 1
"11697" 307 4 9 0 "ByFB" 1 1 2 0.5 0 1
"11698" 307 4 10 0 "ByFB" 1 1 2 0.5 0 1
"11699" 307 4 11 0 "ByFB" 1 1 2 0.5 0 1
"10239" 307 4 12 0 "ByFB" 1 1 2 0.5 0 1
"10604" 307 4 13 0 "ByFB" 1 1 2 0.5 0 1
"10605" 307 4 14 0 "ByFB" 1 1 2 0.5 0 1
"10971" 307 4 15 0 "ByFB" 1 1 2 0.5 0 1
"10972" 307 4 16 0 "ByFB" 1 1 2 0.5 0 1
"10973" 307 4 17 0 "ByFB" 1 1 2 0.5 0 1
"10974" 307 4 18 0 "ByFB" 1 1 2 0.5 0 1
"10975" 307 4 19 0 "ByFB" 1 1 2 0.5 0 1
"10976" 307 4 20 0 "ByFB" 1 1 2 0.5 0 1
"11342" 307 4 21 0 "ByFB" 1 1 2 0.5 0 1
"11707" 307 4 22 0 "ByFB" 1 1 2 0.5 0 1
"11708" 307 4 23 0 "ByFB" 1 1 2 0.5 0 1
"11709" 307 4 24 0 "ByFB" 1 1 2 0.5 0 1
"11710" 307 4 25 0 "ByFB" 1 1 2 0.5 0 1
"14993" 307 5 1 0 "ByFB" 1 -3 0 0.2 -4 1
"14630" 307 5 2 0 "ByFB" 1 -3 0 0.2 -4 1
"14995" 307 5 3 0 "ByFB" 1 -3 0 0.2 -4 1
"14996" 307 5 4 1 "ByFB" 1 -3 0 0.2 -4 1
"14997" 307 5 5 0 "ByFB" 1 -3 0 0.2 -4 1
"14998" 307 5 6 0 "ByFB" 1 -3 0 0.2 -4 1
"14999" 307 5 7 0 "ByFB" 1 -3 0 0.2 -4 1
"15000" 307 5 8 0 "ByFB" 1 -3 0 0.2 -4 1
"15365" 307 5 9 0 "ByFB" 1 -3 0 0.2 -4 1
"15002" 307 5 10 0 "ByFB" 1 -3 0 0.2 -4 1
"15003" 307 5 11 0 "ByFB" 1 -3 0 0.2 -4 1
"13543" 307 5 12 0 "ByFB" 1 -3 0 0.2 -4 1
"13544" 307 5 13 0 "ByFB" 1 -3 0 0.2 -4 1
"13545" 307 5 14 0 "ByFB" 1 -3 0 0.2 -4 1
"13546" 307 5 15 0 "ByFB" 1 -3 0 0.2 -4 1
"13547" 307 5 16 0 "ByFB" 1 -3 0 0.2 -4 1
"13548" 307 5 17 0 "ByFB" 1 -3 0 0.2 -4 1
"13549" 307 5 18 0 "ByFB" 1 -3 0 0.2 -4 1
"13550" 307 5 19 0 "ByFB" 1 -3 0 0.2 -4 1
"13551" 307 5 20 1 "ByFB" 1 -3 0 0.2 -4 1
"13916" 307 5 21 0 "ByFB" 1 -3 0 0.2 -4 1
"13917" 307 5 22 0 "ByFB" 1 -3 0 0.2 -4 1
"13918" 307 5 23 0 "ByFB" 1 -3 0 0.2 -4 1
"13919" 307 5 24 0 "ByFB" 1 -3 0 0.2 -4 1
"13920" 307 5 25 0 "ByFB" 1 -3 0 0.2 -4 1
"15867" 307 6 1 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16841" 307 6 2 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16842" 307 6 3 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16843" 307 6 4 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16844" 307 6 5 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16845" 307 6 6 0 "ByFB" 0.75 -3 0 0.8 -4 1
"16482" 307 6 7 0 "ByFB" 0.75 -3 0 0.8 -4 1
"16483" 307 6 8 0 "ByFB" 0.75 -3 0 0.8 -4 1
"16484" 307 6 9 0 "ByFB" 0.75 -3 0 0.8 -4 1
"17946" 307 6 10 1 "ByFB" 0.75 -3 0 0.8 -4 1
"17947" 307 6 11 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16487" 307 6 12 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16488" 307 6 13 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16489" 307 6 14 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16490" 307 6 15 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16491" 307 6 16 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16492" 307 6 17 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16493" 307 6 18 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16858" 307 6 19 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16859" 307 6 20 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16860" 307 6 21 1 "ByFB" 0.75 -3 0 0.8 -4 1
"16861" 307 6 22 0 "ByFB" 0.75 -3 0 0.8 -4 1
"16862" 307 6 23 0 "ByFB" 0.75 -3 0 0.8 -4 1
"16863" 307 6 24 0 "ByFB" 0.75 -3 0 0.8 -4 1
"16864" 307 6 25 0 "ByFB" 0.75 -3 0 0.8 -4 1
"20148" 307 7 1 0 "ByFB" 1 -1 0 0.95 -20 1
"20149" 307 7 2 0 "ByFB" 1 -1 0 0.95 -20 1
"19786" 307 7 3 0 "ByFB" 1 -1 0 0.95 -20 1
"19787" 307 7 4 0 "ByFB" 1 -1 0 0.95 -20 1
"20152" 307 7 5 0 "ByFB" 1 -1 0 0.95 -20 1
"20153" 307 7 6 0 "ByFB" 1 -1 0 0.95 -20 1
"20154" 307 7 7 0 "ByFB" 1 -1 0 0.95 -20 1
"20155" 307 7 8 1 "ByFB" 1 -1 0 0.95 -20 1
"20156" 307 7 9 1 "ByFB" 1 -1 0 0.95 -20 1
"20157" 307 7 10 0 "ByFB" 1 -1 0 0.95 -20 1
"20522" 307 7 11 0 "ByFB" 1 -1 0 0.95 -20 1
"18855" 307 7 12 0 "ByFB" 1 -1 0 0.95 -20 1
"18801" 307 7 13 1 "ByFB" 1 -1 0 0.95 -20 1
"18844" 307 7 14 1 "ByFB" 1 -1 0 0.95 -20 1
"18859" 307 7 15 1 "ByFB" 1 -1 0 0.95 -20 1
"18942" 307 7 16 1 "ByFB" 1 -1 0 0.95 -20 1
"18861" 307 7 17 1 "ByFB" 1 -1 0 0.95 -20 1
"19066" 307 7 18 1 "ByFB" 1 -1 0 0.95 -20 1
"18834" 307 7 19 1 "ByFB" 1 -1 0 0.95 -20 1
"18852" 307 7 20 1 "ByFB" 1 -1 0 0.95 -20 1
"18797" 307 7 21 1 "ByFB" 1 -1 0 0.95 -20 1
"18811" 307 7 22 1 "ByFB" 1 -1 0 0.95 -20 1
"18842" 307 7 23 1 "ByFB" 1 -1 0 0.95 -20 1
"18951" 307 7 24 1 "ByFB" 1 -1 0 0.95 -20 1
"19195" 307 7 25 1 "ByFB" 1 -1 0 0.95 -20 1
"22359" 307 8 1 0 "ByFB" 1 1 20 0.05 0 1
"22725" 307 8 2 0 "ByFB" 1 1 20 0.05 0 1
"22726" 307 8 3 0 "ByFB" 1 1 20 0.05 0 1
"22727" 307 8 4 1 "ByFB" 1 1 20 0.05 0 1
"22728" 307 8 5 1 "ByFB" 1 1 20 0.05 0 1
"23822" 307 8 6 1 "ByFB" 1 1 20 0.05 0 1
"23823" 307 8 7 1 "ByFB" 1 1 20 0.05 0 1
"23824" 307 8 8 1 "ByFB" 1 1 20 0.05 0 1
"23825" 307 8 9 1 "ByFB" 1 1 20 0.05 0 1
"23826" 307 8 10 0 "ByFB" 1 1 20 0.05 0 1
"23827" 307 8 11 0 "ByFB" 1 1 20 0.05 0 1
"21942" 307 8 12 0 "ByFB" 1 1 20 0.05 0 1
"22028" 307 8 13 0 "ByFB" 1 1 20 0.05 0 1
"22029" 307 8 14 0 "ByFB" 1 1 20 0.05 0 1
"22125" 307 8 15 0 "ByFB" 1 1 20 0.05 0 1
"22370" 307 8 16 0 "ByFB" 1 1 20 0.05 0 1
"22371" 307 8 17 0 "ByFB" 1 1 20 0.05 0 1
"22372" 307 8 18 0 "ByFB" 1 1 20 0.05 0 1
"22373" 307 8 19 0 "ByFB" 1 1 20 0.05 0 1
"22374" 307 8 20 0 "ByFB" 1 1 20 0.05 0 1
"22375" 307 8 21 0 "ByFB" 1 1 20 0.05 0 1
"22376" 307 8 22 0 "ByFB" 1 1 20 0.05 0 1
"22377" 307 8 23 0 "ByFB" 1 1 20 0.05 0 1
"22378" 307 8 24 0 "ByFB" 1 1 20 0.05 0 1
"22379" 307 8 25 0 "ByFB" 1 1 20 0.05 0 1
"25663" 307 9 1 1 "ByFB" 1 1 100 0.01 0 1
"25664" 307 9 2 1 "ByFB" 1 1 100 0.01 0 1
"25665" 307 9 3 0 "ByFB" 1 1 100 0.01 0 1
"26030" 307 9 4 0 "ByFB" 1 1 100 0.01 0 1
"26031" 307 9 5 0 "ByFB" 1 1 100 0.01 0 1
"26032" 307 9 6 0 "ByFB" 1 1 100 0.01 0 1
"26033" 307 9 7 0 "ByFB" 1 1 100 0.01 0 1
"26034" 307 9 8 1 "ByFB" 1 1 100 0.01 0 1
"26764" 307 9 9 1 "ByFB" 1 1 100 0.01 0 1
"26765" 307 9 10 1 "ByFB" 1 1 100 0.01 0 1
"26766" 307 9 11 1 "ByFB" 1 1 100 0.01 0 1
"25137" 307 9 12 1 "ByFB" 1 1 100 0.01 0 1
"25426" 307 9 13 0 "ByFB" 1 1 100 0.01 0 1
"25427" 307 9 14 0 "ByFB" 1 1 100 0.01 0 1
"25307" 307 9 15 0 "ByFB" 1 1 100 0.01 0 1
"25429" 307 9 16 0 "ByFB" 1 1 100 0.01 0 1
"25309" 307 9 17 0 "ByFB" 1 1 100 0.01 0 1
"25310" 307 9 18 0 "ByFB" 1 1 100 0.01 0 1
"25312" 307 9 19 0 "ByFB" 1 1 100 0.01 0 1
"25313" 307 9 20 0 "ByFB" 1 1 100 0.01 0 1
"25314" 307 9 21 0 "ByFB" 1 1 100 0.01 0 1
"25315" 307 9 22 0 "ByFB" 1 1 100 0.01 0 1
"25316" 307 9 23 0 "ByFB" 1 1 100 0.01 0 1
"26410" 307 9 24 0 "ByFB" 1 1 100 0.01 0 1
"26411" 307 9 25 0 "ByFB" 1 1 100 0.01 0 1
"29332" 307 10 1 1 "ByFB" 1 2 101 0.01 1 1
"29697" 307 10 2 0 "ByFB" 1 2 101 0.01 1 1
"29334" 307 10 3 0 "ByFB" 1 2 101 0.01 1 1
"29335" 307 10 4 1 "ByFB" 1 2 101 0.01 1 1
"30429" 307 10 5 1 "ByFB" 1 2 101 0.01 1 1
"30430" 307 10 6 1 "ByFB" 1 2 101 0.01 1 1
"30431" 307 10 7 1 "ByFB" 1 2 101 0.01 1 1
"30432" 307 10 8 1 "ByFB" 1 2 101 0.01 1 1
"30433" 307 10 9 1 "ByFB" 1 2 101 0.01 1 1
"30434" 307 10 10 1 "ByFB" 1 2 101 0.01 1 1
"30799" 307 10 11 1 "ByFB" 1 2 101 0.01 1 1
"28258" 307 10 12 1 "ByFB" 1 2 101 0.01 1 1
"28367" 307 10 13 1 "ByFB" 1 2 101 0.01 1 1
"28260" 307 10 14 1 "ByFB" 1 2 101 0.01 1 1
"28369" 307 10 15 1 "ByFB" 1 2 101 0.01 1 1
"28175" 307 10 16 1 "ByFB" 1 2 101 0.01 1 1
"28276" 307 10 17 1 "ByFB" 1 2 101 0.01 1 1
"28290" 307 10 18 1 "ByFB" 1 2 101 0.01 1 1
"28291" 307 10 19 1 "ByFB" 1 2 101 0.01 1 1
"28305" 307 10 20 1 "ByFB" 1 2 101 0.01 1 1
"28306" 307 10 21 1 "ByFB" 1 2 101 0.01 1 1
"28307" 307 10 22 1 "ByFB" 1 2 101 0.01 1 1
"28256" 307 10 23 1 "ByFB" 1 2 101 0.01 1 1
"28378" 307 10 24 1 "ByFB" 1 2 101 0.01 1 1
"28379" 307 10 25 1 "ByFB" 1 2 101 0.01 1 1
"31663" 307 11 1 0 "ByFB" 1 19 20 0.9 -20 1
"31543" 307 11 2 0 "ByFB" 1 19 20 0.9 -20 1
"31544" 307 11 3 0 "ByFB" 1 19 20 0.9 -20 1
"31545" 307 11 4 0 "ByFB" 1 19 20 0.9 -20 1
"31910" 307 11 5 0 "ByFB" 1 19 20 0.9 -20 1
"31911" 307 11 6 0 "ByFB" 1 19 20 0.9 -20 1
"31912" 307 11 7 0 "ByFB" 1 19 20 0.9 -20 1
"31913" 307 11 8 0 "ByFB" 1 19 20 0.9 -20 1
"31914" 307 11 9 0 "ByFB" 1 19 20 0.9 -20 1
"31915" 307 11 10 0 "ByFB" 1 19 20 0.9 -20 1
"31916" 307 11 11 0 "ByFB" 1 19 20 0.9 -20 1
"31331" 307 11 12 0 "ByFB" 1 19 20 0.9 -20 1
"31332" 307 11 13 0 "ByFB" 1 19 20 0.9 -20 1
"31428" 307 11 14 0 "ByFB" 1 19 20 0.9 -20 1
"31442" 307 11 15 0 "ByFB" 1 19 20 0.9 -20 1
"31554" 307 11 16 0 "ByFB" 1 19 20 0.9 -20 1
"31295" 307 11 17 0 "ByFB" 1 19 20 0.9 -20 1
"31309" 307 11 18 0 "ByFB" 1 19 20 0.9 -20 1
"31924" 307 11 19 0 "ByFB" 1 19 20 0.9 -20 1
"31925" 307 11 20 0 "ByFB" 1 19 20 0.9 -20 1
"31926" 307 11 21 0 "ByFB" 1 19 20 0.9 -20 1
"31927" 307 11 22 0 "ByFB" 1 19 20 0.9 -20 1
"32658" 307 11 23 0 "ByFB" 1 19 20 0.9 -20 1
"32659" 307 11 24 0 "ByFB" 1 19 20 0.9 -20 1
"32660" 307 11 25 0 "ByFB" 1 19 20 0.9 -20 1
"35580" 307 12 1 0 "ByFB" 1 0 50 0.5 -50 1
"35947" 307 12 2 0 "ByFB" 1 0 50 0.5 -50 1
"35948" 307 12 3 0 "ByFB" 1 0 50 0.5 -50 1
"35949" 307 12 4 0 "ByFB" 1 0 50 0.5 -50 1
"35220" 307 12 5 0 "ByFB" 1 0 50 0.5 -50 1
"35221" 307 12 6 0 "ByFB" 1 0 50 0.5 -50 1
"35586" 307 12 7 0 "ByFB" 1 0 50 0.5 -50 1
"35587" 307 12 8 0 "ByFB" 1 0 50 0.5 -50 1
"34858" 307 12 9 0 "ByFB" 1 0 50 0.5 -50 1
"34859" 307 12 10 0 "ByFB" 1 0 50 0.5 -50 1
"34860" 307 12 11 1 "ByFB" 1 0 50 0.5 -50 1
"34437" 307 12 12 1 "ByFB" 1 0 50 0.5 -50 1
"34438" 307 12 13 1 "ByFB" 1 0 50 0.5 -50 1
"34522" 307 12 14 0 "ByFB" 1 0 50 0.5 -50 1
"34618" 307 12 15 0 "ByFB" 1 0 50 0.5 -50 1
"34619" 307 12 16 0 "ByFB" 1 0 50 0.5 -50 1
"34620" 307 12 17 0 "ByFB" 1 0 50 0.5 -50 1
"34621" 307 12 18 0 "ByFB" 1 0 50 0.5 -50 1
"34540" 307 12 19 0 "ByFB" 1 0 50 0.5 -50 1
"34866" 307 12 20 0 "ByFB" 1 0 50 0.5 -50 1
"34867" 307 12 21 0 "ByFB" 1 0 50 0.5 -50 1
"34543" 307 12 22 0 "ByFB" 1 0 50 0.5 -50 1
"34531" 307 12 23 0 "ByFB" 1 0 50 0.5 -50 1
"34392" 307 12 24 0 "ByFB" 1 0 50 0.5 -50 1
"34450" 307 12 25 0 "ByFB" 1 0 50 0.5 -50 1
"37792" 307 14 1 0 "ByFB" 1 0 1 0.5 -1 1
"37793" 307 14 2 0 "ByFB" 1 0 1 0.5 -1 1
"37794" 307 14 3 0 "ByFB" 1 0 1 0.5 -1 1
"37795" 307 14 4 0 "ByFB" 1 0 1 0.5 -1 1
"37603" 307 14 5 0 "ByFB" 1 0 1 0.5 -1 1
"37517" 307 14 6 0 "ByFB" 1 0 1 0.5 -1 1
"37796" 307 14 7 0 "ByFB" 1 0 1 0.5 -1 1
"38162" 307 14 8 0 "ByFB" 1 0 1 0.5 -1 1
"37797" 307 14 9 0 "ByFB" 1 0 1 0.5 -1 1
"37798" 307 14 10 0 "ByFB" 1 0 1 0.5 -1 1
"37799" 307 14 11 0 "ByFB" 1 0 1 0.5 -1 1
"37606" 307 14 12 0 "ByFB" 1 0 1 0.5 -1 1
"37594" 307 14 13 0 "ByFB" 1 0 1 0.5 -1 1
"37595" 307 14 14 0 "ByFB" 1 0 1 0.5 -1 1
"37801" 307 14 15 0 "ByFB" 1 0 1 0.5 -1 1
"37802" 307 14 16 0 "ByFB" 1 0 1 0.5 -1 1
"37556" 307 14 17 0 "ByFB" 1 0 1 0.5 -1 1
"37804" 307 14 18 0 "ByFB" 1 0 1 0.5 -1 1
"37597" 307 14 19 0 "ByFB" 1 0 1 0.5 -1 1
"38171" 307 14 20 0 "ByFB" 1 0 1 0.5 -1 1
"38172" 307 14 21 0 "ByFB" 1 0 1 0.5 -1 1
"38173" 307 14 22 0 "ByFB" 1 0 1 0.5 -1 1
"38174" 307 14 23 0 "ByFB" 1 0 1 0.5 -1 1
"38175" 307 14 24 0 "ByFB" 1 0 1 0.5 -1 1
"38176" 307 14 25 0 "ByFB" 1 0 1 0.5 -1 1
"42189" 307 15 1 1 "ByFB" 1 7 50 0.5 1 1
"42190" 307 15 2 1 "ByFB" 1 7 50 0.5 1 1
"42191" 307 15 3 1 "ByFB" 1 7 50 0.5 1 1
"42192" 307 15 4 1 "ByFB" 1 7 50 0.5 1 1
"41463" 307 15 5 1 "ByFB" 1 7 50 0.5 1 1
"41464" 307 15 6 1 "ByFB" 1 7 50 0.5 1 1
"41465" 307 15 7 1 "ByFB" 1 7 50 0.5 1 1
"41466" 307 15 8 1 "ByFB" 1 7 50 0.5 1 1
"40858" 307 15 9 1 "ByFB" 1 7 50 0.5 1 1
"41102" 307 15 10 1 "ByFB" 1 7 50 0.5 1 1
"41103" 307 15 11 1 "ByFB" 1 7 50 0.5 1 1
"40749" 307 15 12 1 "ByFB" 1 7 50 0.5 1 1
"40738" 307 15 13 1 "ByFB" 1 7 50 0.5 1 1
"40860" 307 15 14 1 "ByFB" 1 7 50 0.5 1 1
"40861" 307 15 15 1 "ByFB" 1 7 50 0.5 1 1
"40862" 307 15 16 1 "ByFB" 1 7 50 0.5 1 1
"41106" 307 15 17 1 "ByFB" 1 7 50 0.5 1 1
"41107" 307 15 18 1 "ByFB" 1 7 50 0.5 1 1
"41108" 307 15 19 1 "ByFB" 1 7 50 0.5 1 1
"41109" 307 15 20 1 "ByFB" 1 7 50 0.5 1 1
"40785" 307 15 21 1 "ByFB" 1 7 50 0.5 1 1
"40639" 307 15 22 1 "ByFB" 1 7 50 0.5 1 1
"40870" 307 15 23 1 "ByFB" 1 7 50 0.5 1 1
"41114" 307 15 24 1 "ByFB" 1 7 50 0.5 1 1
"41115" 307 15 25 1 "ByFB" 1 7 50 0.5 1 1
"44400" 307 16 1 1 "ByFB" 1 7 50 0.5 -1 1
"44401" 307 16 2 1 "ByFB" 1 7 50 0.5 -1 1
"44038" 307 16 3 1 "ByFB" 1 7 50 0.5 -1 1
"44768" 307 16 4 1 "ByFB" 1 7 50 0.5 -1 1
"44039" 307 16 5 1 "ByFB" 1 7 50 0.5 -1 1
"44040" 307 16 6 1 "ByFB" 1 7 50 0.5 -1 1
"44041" 307 16 7 1 "ByFB" 1 7 50 0.5 -1 1
"44042" 307 16 8 1 "ByFB" 1 7 50 0.5 -1 1
"43772" 307 16 9 1 "ByFB" 1 7 50 0.5 -1 1
"43786" 307 16 10 1 "ByFB" 1 7 50 0.5 -1 1
"44408" 307 16 11 1 "ByFB" 1 7 50 0.5 -1 1
"43794" 307 16 12 1 "ByFB" 1 7 50 0.5 -1 1
"44043" 307 16 13 1 "ByFB" 1 7 50 0.5 -1 1
"44044" 307 16 14 1 "ByFB" 1 7 50 0.5 -1 1
"44045" 307 16 15 1 "ByFB" 1 7 50 0.5 -1 1
"44046" 307 16 16 1 "ByFB" 1 7 50 0.5 -1 1
"43813" 307 16 17 1 "ByFB" 1 7 50 0.5 -1 1
"44048" 307 16 18 1 "ByFB" 1 7 50 0.5 -1 1
"44414" 307 16 19 1 "ByFB" 1 7 50 0.5 -1 1
"44415" 307 16 20 1 "ByFB" 1 7 50 0.5 -1 1
"44416" 307 16 21 1 "ByFB" 1 7 50 0.5 -1 1
"44417" 307 16 22 1 "ByFB" 1 7 50 0.5 -1 1
"44418" 307 16 23 1 "ByFB" 1 7 50 0.5 -1 1
"44419" 307 16 24 1 "ByFB" 1 7 50 0.5 -1 1
"44784" 307 16 25 1 "ByFB" 1 7 50 0.5 -1 1
"47704" 307 17 1 0 "ByFB" 1 30 50 0.5 1 1
"47705" 307 17 2 0 "ByFB" 1 30 50 0.5 1 1
"47706" 307 17 3 0 "ByFB" 1 30 50 0.5 1 1
"48071" 307 17 4 0 "ByFB" 1 30 50 0.5 1 1
"47099" 307 17 5 0 "ByFB" 1 30 50 0.5 1 1
"47343" 307 17 6 0 "ByFB" 1 30 50 0.5 1 1
"47344" 307 17 7 0 "ByFB" 1 30 50 0.5 1 1
"47709" 307 17 8 0 "ByFB" 1 30 50 0.5 1 1
"46980" 307 17 9 0 "ByFB" 1 30 50 0.5 1 1
"47345" 307 17 10 0 "ByFB" 1 30 50 0.5 1 1
"47346" 307 17 11 0 "ByFB" 1 30 50 0.5 1 1
"46992" 307 17 12 0 "ByFB" 1 30 50 0.5 1 1
"46994" 307 17 13 0 "ByFB" 1 30 50 0.5 1 1
"47116" 307 17 14 0 "ByFB" 1 30 50 0.5 1 1
"47104" 307 17 15 0 "ByFB" 1 30 50 0.5 1 1
"47105" 307 17 16 0 "ByFB" 1 30 50 0.5 1 1
"47352" 307 17 17 0 "ByFB" 1 30 50 0.5 1 1
"47015" 307 17 18 0 "ByFB" 1 30 50 0.5 1 1
"46945" 307 17 19 0 "ByFB" 1 30 50 0.5 1 1
"46919" 307 17 20 0 "ByFB" 1 30 50 0.5 1 1
"47722" 307 17 21 0 "ByFB" 1 30 50 0.5 1 1
"47723" 307 17 22 0 "ByFB" 1 30 50 0.5 1 1
"47724" 307 17 23 0 "ByFB" 1 30 50 0.5 1 1
"47725" 307 17 24 0 "ByFB" 1 30 50 0.5 1 1
"48456" 307 17 25 0 "ByFB" 1 30 50 0.5 1 1
"51012" 307 18 1 0 "ByFB" 1 30 50 0.5 -1 1
"51013" 307 18 2 0 "ByFB" 1 30 50 0.5 -1 1
"51381" 307 18 3 0 "ByFB" 1 30 50 0.5 -1 1
"51382" 307 18 4 0 "ByFB" 1 30 50 0.5 -1 1
"51747" 307 18 5 0 "ByFB" 1 30 50 0.5 -1 1
"51748" 307 18 6 0 "ByFB" 1 30 50 0.5 -1 1
"51749" 307 18 7 0 "ByFB" 1 30 50 0.5 -1 1
"51750" 307 18 8 0 "ByFB" 1 30 50 0.5 -1 1
"51751" 307 18 9 0 "ByFB" 1 30 50 0.5 -1 1
"51752" 307 18 10 0 "ByFB" 1 30 50 0.5 -1 1
"51753" 307 18 11 0 "ByFB" 1 30 50 0.5 -1 1
"50171" 307 18 12 0 "ByFB" 1 30 50 0.5 -1 1
"50055" 307 18 13 0 "ByFB" 1 30 50 0.5 -1 1
"50295" 307 18 14 0 "ByFB" 1 30 50 0.5 -1 1
"50296" 307 18 15 0 "ByFB" 1 30 50 0.5 -1 1
"50034" 307 18 16 0 "ByFB" 1 30 50 0.5 -1 1
"50044" 307 18 17 0 "ByFB" 1 30 50 0.5 -1 1
"50299" 307 18 18 0 "ByFB" 1 30 50 0.5 -1 1
"50070" 307 18 19 0 "ByFB" 1 30 50 0.5 -1 1
"50084" 307 18 20 0 "ByFB" 1 30 50 0.5 -1 1
"50302" 307 18 21 0 "ByFB" 1 30 50 0.5 -1 1
"50303" 307 18 22 0 "ByFB" 1 30 50 0.5 -1 1
"50304" 307 18 23 0 "ByFB" 1 30 50 0.5 -1 1
"50305" 307 18 24 0 "ByFB" 1 30 50 0.5 -1 1
"50306" 307 18 25 0 "ByFB" 1 30 50 0.5 -1 1
"53590" 307 24 1 0 "ByFB" 1 -2 -1 0.5 -3 1
"53591" 307 24 2 0 "ByFB" 1 -2 -1 0.5 -3 1
"53592" 307 24 3 0 "ByFB" 1 -2 -1 0.5 -3 1
"53593" 307 24 4 0 "ByFB" 1 -2 -1 0.5 -3 1
"53349" 307 24 5 0 "ByFB" 1 -2 -1 0.5 -3 1
"53281" 307 24 6 0 "ByFB" 1 -2 -1 0.5 -3 1
"53595" 307 24 7 0 "ByFB" 1 -2 -1 0.5 -3 1
"53596" 307 24 8 0 "ByFB" 1 -2 -1 0.5 -3 1
"53597" 307 24 9 0 "ByFB" 1 -2 -1 0.5 -3 1
"53962" 307 24 10 1 "ByFB" 1 -2 -1 0.5 -3 1
"53963" 307 24 11 1 "ByFB" 1 -2 -1 0.5 -3 1
"53146" 307 24 12 1 "ByFB" 1 -2 -1 0.5 -3 1
"53188" 307 24 13 1 "ByFB" 1 -2 -1 0.5 -3 1
