"subject" "problem" "trial" "choice" "condition" "task" "pHa" "La" "Hb" "pHb" "Lb" "LotNum" "LotShape" "Corr" "Amb"
"5257" 1341 19 20 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5258" 8 19 13 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5259" 8 19 14 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5260" 8 19 15 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5261" 8 19 16 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5262" 8 19 17 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5263" 325 19 12 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5264" 325 19 13 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5265" 325 19 14 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5266" 325 19 15 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5267" 325 19 16 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5268" 1320 19 11 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5269" 1320 19 12 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5270" 325 19 19 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5271" 325 19 20 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5272" 325 19 21 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5273" 1102 19 13 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5274" 1102 19 14 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5275" 1102 19 15 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5276" 1320 19 18 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5277" 1320 19 19 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5278" 304 19 12 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5279" 1320 19 21 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5280" 1320 19 22 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5281" 1320 19 23 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5282" 1320 19 24 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5283" 1320 19 25 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5284" 304 19 19 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5285" 13 19 8 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5286" 13 19 9 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5287" 13 19 10 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5288" 13 19 11 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5289" 304 19 25 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5290" 13 19 13 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5291" 13 19 14 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5292" 13 19 15 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5293" 26 19 7 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5294" 26 19 8 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5295" 26 19 9 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5296" 309 19 1 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5297" 309 19 2 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5298" 309 19 3 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5299" 309 19 4 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5300" 309 19 5 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5301" 309 19 6 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5302" 26 19 16 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5303" 26 19 17 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5304" 26 19 18 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5305" 309 19 10 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5306" 5 19 8 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5307" 1107 19 14 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5308" 1107 19 15 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5309" 1107 19 16 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5310" 1107 19 17 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5311" 1107 19 18 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5312" 1107 19 19 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5313" 1107 19 20 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5314" 1107 19 21 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5315" 1107 19 22 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5316" 1202 19 14 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5317" 1202 19 15 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5318" 1202 19 16 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5319" 1202 19 17 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5320" 1202 19 18 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5321" 1343 19 1 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5322" 1343 19 2 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5323" 1343 19 3 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5324" 1202 19 22 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5325" 1314 19 14 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5326" 1314 19 15 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5327" 1314 19 16 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5328" 314 19 1 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5329" 314 19 2 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5330" 314 19 3 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5331" 314 19 4 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5332" 314 19 5 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5333" 1314 19 22 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5334" 1314 19 23 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5335" 1314 19 24 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5336" 1314 19 25 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5337" 301 19 19 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5338" 301 19 20 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5339" 301 19 21 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5340" 10 19 9 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5341" 1112 19 18 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5342" 1112 19 19 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5343" 10 19 12 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5344" 1620 19 13 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5345" 1620 19 14 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5346" 1620 19 15 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5347" 1620 19 16 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5348" 327 19 11 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5349" 10 19 19 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5350" 10 19 20 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5351" 10 19 21 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5352" 10 19 22 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5353" 1348 19 1 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5354" 1348 19 2 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5355" 1348 19 3 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5356" 1322 19 13 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5357" 1104 19 11 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5358" 1104 19 12 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5359" 1348 19 7 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5360" 1348 19 8 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5361" 1348 19 9 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5362" 1104 19 16 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5363" 1104 19 17 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5364" 1322 19 20 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5365" 1348 19 11 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5366" 1348 19 12 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5367" 15 19 4 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5368" 15 19 5 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5369" 15 19 6 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5370" 15 19 7 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5371" 1104 19 25 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5372" 306 19 22 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5373" 306 19 23 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5374" 306 19 24 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5375" 1117 19 20 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5376" 1117 19 21 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5377" 15 19 14 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5378" 15 19 15 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5379" 28 19 7 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5380" 28 19 8 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5381" 15 19 19 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5382" 15 19 20 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5383" 15 19 21 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5384" 15 19 22 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5385" 15 19 23 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5386" 15 19 24 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5387" 15 19 25 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5388" 311 19 7 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5389" 311 19 8 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5390" 311 19 9 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5391" 311 19 10 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5392" 7 19 8 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5393" 1340 19 17 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5394" 1340 19 18 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5395" 7 19 11 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5396" 1340 19 20 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5397" 1340 19 21 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5398" 1340 19 22 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5399" 1353 19 14 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5400" 1353 19 15 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5401" 1353 19 16 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5402" 7 19 18 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5403" 311 19 21 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5404" 311 19 22 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5405" 311 19 23 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5406" 311 19 24 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5407" 324 19 17 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5408" 324 19 18 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5409" 1204 19 21 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5410" 1204 19 22 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5411" 1317 19 14 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5412" 324 19 22 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5413" 324 19 23 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5414" 324 19 24 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5415" 324 19 25 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5416" 1317 19 19 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5417" 1317 19 20 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5418" 1317 19 21 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5419" 1317 19 22 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5420" 1317 19 23 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5421" 1317 19 24 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5422" 1317 19 25 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5423" 303 19 19 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5424" 303 19 20 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5425" 12 19 9 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5426" 12 19 10 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5427" 12 19 11 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5428" 12 19 12 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5429" 12 19 13 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5430" 12 19 14 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5431" 12 19 15 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5432" 12 19 16 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5433" 12 19 17 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5434" 12 19 18 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5435" 25 19 10 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5436" 25 19 11 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5437" 25 19 12 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5438" 25 19 13 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5439" 25 19 14 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5440" 25 19 15 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5441" 1325 19 12 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5442" 1325 19 13 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5443" 1106 19 11 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5444" 329 19 22 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5445" 329 19 23 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5446" 329 19 24 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5447" 329 19 25 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5448" 1106 19 16 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5449" 1350 19 11 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5450" 1106 19 18 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5451" 1106 19 19 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5452" 1106 19 20 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5453" 1106 19 21 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5454" 1106 19 22 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5455" 1106 19 23 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5456" 1106 19 24 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5457" 1201 19 16 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5458" 1201 19 17 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5459" 1201 19 18 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5460" 1201 19 19 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5461" 30 19 4 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5462" 30 19 5 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5463" 1201 19 22 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5464" 1201 19 23 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5465" 1201 19 24 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5466" 1201 19 25 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5467" 1313 19 17 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5468" 1313 19 18 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5469" 1313 19 19 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5470" 1313 19 20 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5471" 1313 19 21 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5472" 1342 19 11 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5473" 1342 19 12 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5474" 313 19 7 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5475" 313 19 8 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5476" 313 19 9 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5477" 313 19 10 1 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5478" 9 19 8 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5479" 1342 19 17 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5480" 9 19 10 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5481" 9 19 11 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5482" 1342 19 20 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5483" 9 19 13 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5484" 9 19 14 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5485" 9 19 15 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5486" 9 19 16 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5487" 9 19 17 0 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5488" 326 19 12 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5489" 326 19 13 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5490" 326 19 14 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5491" 326 19 15 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5492" 326 19 16 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5493" 1321 19 11 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5494" 1321 19 12 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5495" 326 19 19 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5496" 326 19 20 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5497" 326 19 21 0 "ByFB" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
"5498" 1103 19 13 1 "ByProb" "StPetersburg - CoinToss" 1 9 9 1 9 8 "R-skew" 0 0
